2019 Median Household Income,2019 Unemployed Population 16+: Percent,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Total Daytime Population,2014-2018 ACS Average Number of Vehicles,2019 Total Households,Housing_Density,Daytime_Pop_Density,Shape_Area_sqmi,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,Undeveloped_Sq_Meters,Building_Count_Com_Ind_MU,Building_Count_Other,Building_Count_Residential,Median Contract Rent,Median Gross Rent
42376,3.72,17.86,2052,2,1324,1705.806665,2643.742656,0.776172369,37290,18750,4710,3990,128955.8828,51281.48895,426.3134536,2130,90,3,766,604,772
39041,4.31,17.85,1895,2,1050,1352.792302,2441.468011,0.776172365,38880,15420,4080,2040,149196.1891,17785.72946,1295.805825,6420,45,6,722,579,791
41350,3.91,17.83,2317,2,1554,2002.132591,2985.161656,0.776172371,36750,18060,4320,3690,132308.9682,51741.02086,615.5566617,4110,87,4,780,588,767
37537,1.87,17.81,4254,0,772,994.6244423,5480.741422,0.776172359,13440,18090,16680,9870,49687.75959,127439.8604,24947.74571,8790,143,31,308,781,869
69429,5.4,17.8,1103,0,673,867.0754397,1421.076092,0.776172371,34560,8130,1170,30,87529.02194,6185.568331,200.7196501,22950,10,1,335,768,865
42659,3.62,17.7,1969,2,1296,1669.732199,2536.807638,0.776172371,37980,18960,4590,4170,128624.4005,52858.12361,426.3134536,1500,90,3,763,605,772
44180,3.94,17.67,2050,2,1263,1627.215874,2641.165907,0.776172369,35370,21420,5460,4200,122274.7088,61974.57003,211.2510005,660,86,2,688,607,756
62695,3.26,17.64,645,0,673,867.0754437,831.0009824,0.776172368,37710,10320,2340,180,112491.1832,17990.50751,,16530,16,,467,824,950
41543,3.81,17.64,2321,2,1563,2013.727943,2990.315135,0.776172375,36900,18240,4260,3690,133654.6945,51741.02086,615.5566617,4080,87,4,791,593,773
43049,3.64,17.64,2253,2,1397,1799.857933,2902.705743,0.776172371,36990,20070,4530,4680,129239.4459,52962.4246,290.0389937,900,87,2,744,604,763
40849,3.88,17.51,1902,2,1429,1841.085899,2450.48662,0.776172367,38130,17400,3390,3330,141579.5768,41938.85609,692.9563566,4830,73,5,828,587,781
39783,4.02,17.5,1684,2,1247,1606.601896,2169.621165,0.776172369,39060,15810,3060,2580,146700.9819,25787.17909,1295.805825,6360,52,6,795,578,788
41822,3.74,17.5,2306,2,1547,1993.113985,2970.98956,0.776172367,36900,18750,4470,3900,131937.2028,52060.33257,426.3134536,3000,88,3,780,593,772
41896,1.49,17.49,2044,2,679,874.8056883,2633.43568,0.776172365,24990,20040,11850,2820,62548.95601,51725.24708,,7410,61,,259,736,806
42925,2.32,17.44,1469,0,1054,1357.945795,1892.620848,0.776172365,37110,22410,2100,240,152460.8255,18583.45852,570.1172382,5190,43,5,959,529,656
37742,1.86,17.41,3877,0,735,946.954613,4995.024537,0.776172363,13350,17160,16980,10650,44335.97816,152619.3029,24727.48079,8700,129,29,290,788,878
34334,8.16,17.38,4350,2,448,577.1913776,5604.425207,0.776172371,8280,16290,17820,22140,56863.79231,199594.4429,2182.288748,2280,131,3,221,692,738
34334,8.16,17.38,4350,2,448,577.1913794,5604.425224,0.776172368,8340,16350,17700,22020,57370.81088,200223.0054,2182.288748,2430,132,3,224,692,738
44824,3.85,17.36,2012,2,1221,1573.104182,2592.20771,0.776172369,35850,21090,5430,4140,120772.8972,62921.93069,211.2510005,660,85,2,685,610,756
39740,4.15,17.34,1678,2,1203,1549.913463,2161.890932,0.776172366,39210,15450,3810,2310,144766.192,21104.50214,1295.805825,6390,46,6,761,585,798
42626,1.66,17.25,1811,2,668,860.6335736,2333.244614,0.776172369,25800,21360,11550,2340,69387.75761,47643.38633,,6000,54,,274,736,805
41221,3.7,17.24,1702,2,1343,1730.285783,2192.811916,0.77617236,38580,16680,2970,3240,143817.6204,36366.36976,692.9563566,5340,67,5,828,591,786
38730,6.04,17.23,1053,2,573,738.238085,1356.657423,0.776172365,39000,14550,2790,660,111256.9017,20515.94004,1919.285542,9900,36,10,778,536,779
42652,2.56,17.21,1557,0,1121,1444.266821,2005.997717,0.776172369,37080,22110,2100,240,152166.1903,18583.45852,570.1172382,5340,43,5,957,530,657
37111,4.91,17.09,3486,2,479,617.1309614,4491.27042,0.776172369,16140,16080,15990,18600,54301.35782,182889.5758,1133.41328,60,120,3,248,558,737
37568,5.31,17.07,837,2,468,602.9588487,1078.36871,0.776172372,35640,14400,2790,660,103011.2525,22053.55488,1601.713313,13620,37,7,749,527,707
44288,4.49,16.94,3013,2,390,502.4657085,3881.869692,0.77617237,16980,18390,13080,18420,72228.9963,152311.6912,,150,102,,303,744,903
38701,6.01,16.92,1100,2,608,783.3311675,1417.210994,0.776172359,38880,15270,2850,660,113906.2876,20623.75925,1919.285542,9150,37,10,813,534,762
34111,3.53,16.91,1179,2,713,918.6103885,1518.992494,0.776172367,25980,11460,2130,510,66045.27006,27080.57284,444.3149673,27090,66,5,449,515,628
38737,5.99,16.91,1121,2,620,798.7916499,1444.266838,0.77617236,39360,15480,2850,660,114822.6721,20623.75925,1919.285542,8760,37,10,825,535,767
37614,9.79,16.9,495,2,332,427.7400426,637.744943,0.776172364,30360,8760,1140,150,69117.25898,6028.256782,1364.086795,26730,14,8,401,573,902
46002,3.62,16.88,1844,2,1263,1627.215885,2375.76096,0.776172364,34650,22350,5160,3870,127086.6033,65264.28423,95.30041591,960,81,1,726,614,759
50000,0,16.67,5425,1,8,10.3069889,6989.426847,0.77617237,6210,8160,24240,25080,37087.44214,196554.7713,6088.696229,3120,99,2,57,1250,1250
64972,2.94,16.67,5518,1,31,39.93958239,7109.245665,0.776172362,8460,10410,24810,20850,50835.2535,165255.7616,6801.200738,2340,88,7,87,1062,1188
50000,0,16.67,5425,1,8,10.30698895,6989.42688,0.776172366,6480,8460,24330,24840,36761.30043,195154.3917,6088.696229,3030,98,2,59,1250,1250
64972,2.94,16.67,5518,1,31,39.9395822,7109.245631,0.776172366,8790,10560,24690,20460,51413.98125,163470.8219,6801.200738,2460,85,7,89,1062,1188
37431,10.32,16.57,305,2,191,246.07936,392.9539518,0.77617237,18780,7500,1050,450,48013.37924,5030.971734,1260.457988,39390,9,7,305,588,918
38088,4.22,16.5,2167,2,269,346.5725065,2791.905656,0.776172359,15390,14580,19890,16560,43246.17586,226545.9606,5845.306381,390,165,21,304,616,823
46825,3.6,16.5,1863,2,1285,1655.560103,2400.240056,0.776172365,34650,22620,5160,3840,126831.0755,61239.27202,95.30041591,930,80,1,725,615,759
37613,7,16.41,4783,2,465,599.0937335,6162.291027,0.776172365,9540,14400,17040,25560,48647.13662,210369.5881,1910.566805,600,125,2,172,751,903
40121,6.31,16.35,5017,2,610,785.9079044,6463.77042,0.776172369,14010,16110,14040,21630,74269.10606,179539.7157,1910.566805,1050,105,2,295,765,931
62779,2.29,16.18,812,0,879,1132.480413,1046.15938,0.776172364,38250,11220,3240,180,127417.0351,17990.50751,,13950,16,,520,846,984
72967,4.81,16.17,1052,0,622,801.3684005,1355.369063,0.776172357,34590,8220,1230,30,88280.2633,6185.568331,200.7196501,22770,10,1,338,768,869
40862,6.21,16.15,4910,2,580,747.2566951,6325.914436,0.77617237,13290,15540,14580,22920,65728.64844,186072.0873,1910.566805,810,111,2,253,766,932
38221,5.69,16.04,1167,2,650,837.4428519,1503.532013,0.776172366,38370,15660,2850,660,114324.5578,21699.26137,1869.293416,9540,35,9,845,531,726
38698,6.17,16.03,5339,2,496,639.0333179,6878.626783,0.776172362,9720,12840,17730,26850,34354.99506,224855.6993,2698.777938,,129,3,121,720,864
38440,6.03,16.03,5442,2,562,724.0659579,7011.32908,0.776172383,9510,13350,17430,26760,31579.5019,228926.0994,826.8423168,,125,2,112,685,820
50357,7.27,15.97,1889,0,748,963.7034585,2433.737745,0.776172373,19890,25320,10830,8880,94243.76628,79442.42684,183.2925103,2160,109,3,522,818,993
46492,3.21,15.91,2254,2,353,454.7958869,2903.994133,0.776172367,11580,11490,21030,22410,46597.29725,215681.3955,12698.28301,390,168,22,330,769,900
38784,6.43,15.91,5537,2,471,606.8239698,7133.724673,0.776172372,10050,12900,17910,26220,41172.5604,227326.7726,1871.935621,90,128,1,135,738,875
46299,3.39,15.84,3085,2,356,458.6610049,3974.632584,0.776172372,11250,11340,20940,23130,48821.24744,197920.3865,30066.55579,390,169,23,341,769,900
49072,3.35,15.78,1910,2,1156,1489.359893,2460.793594,0.776172372,32580,24210,5460,3600,129670.5994,60591.56613,95.30041591,1080,82,1,751,614,754
37861,10.34,15.68,430,2,279,359.4562376,554.0006529,0.77617237,24630,7500,1260,480,51115.0302,6135.980254,1411.525584,32970,18,9,327,582,914
31439,3.57,15.68,824,1,503,648.0519295,1061.619861,0.776172367,26010,8850,780,390,57503.80814,15980.4151,479.0827929,30840,60,7,360,510,620
43224,2.75,15.67,1600,0,1116,1437.82496,2061.397793,0.776172365,37590,20640,2160,240,146606.4434,15821.32485,770.699482,6270,46,8,968,529,660
44949,4.36,15.67,1486,2,179,230.6188773,1914.523194,0.776172367,7290,12690,20790,20280,26587.87957,153180.2416,17545.90088,6090,153,12,180,675,894
37483,6.86,15.65,5093,2,432,556.5774057,6561.686868,0.776172363,7140,12960,18360,26850,29877.36664,228978.4978,1871.935621,1560,134,1,94,667,750
37723,10.37,15.56,455,2,304,391.6655774,586.2099926,0.776172371,27570,7710,1260,180,60098.89833,4352.875656,1515.388961,30360,15,9,361,581,916
46819,3.29,15.45,3098,2,366,471.5447392,3991.381426,0.776172375,10140,10860,21180,24330,46272.94659,201170.016,30066.55579,390,174,23,331,769,912
46819,3.29,15.45,2999,2,367,472.833115,3863.832457,0.776172371,9930,10920,21000,24840,48436.52306,203228.0557,30066.55579,360,174,23,343,769,912
76046,4.68,15.4,1070,0,618,796.2148914,1378.559763,0.776172371,33960,9840,1950,60,97807.48452,7111.617126,200.7196501,21060,12,1,357,768,870
43087,2.92,15.38,1538,0,1125,1449.420324,1981.51863,0.776172364,39420,21210,2100,270,154978.8694,15755.81285,601.3948514,3840,44,9,1060,530,662
43087,2.92,15.38,1538,0,1125,1449.420308,1981.518608,0.776172373,39420,21480,2100,270,155289.4462,15806.15751,601.3948514,3840,45,9,1060,530,662
38575,5.62,15.36,1249,2,692,891.5545367,1609.178636,0.776172373,40200,16530,2820,660,120698.6923,21902.69451,1919.285542,6900,37,10,896,532,731
38575,5.62,15.36,1249,2,692,891.5545471,1609.178655,0.776172363,39810,15960,2790,660,116742.6248,21699.26137,1919.285542,7890,35,10,862,532,731
44018,4.48,15.34,2933,2,602,775.6009174,3778.799818,0.776172367,19800,20280,12630,14280,86688.6205,147227.5242,,150,103,,366,700,861
38139,5.31,15.07,1243,2,694,894.131287,1601.4484,0.77617237,39060,16740,2790,660,119340.6134,21892.63848,1858.619838,7650,36,9,891,529,711
36857,3.12,15.04,1189,0,237,305.3445471,1531.87623,0.776172367,11910,20070,18720,14970,37220.36282,93216.57342,8700.401072,1470,109,14,300,588,841
43977,4.38,14.96,4083,2,673,867.0754382,5260.429442,0.776172372,21420,19680,12060,13740,83968.92596,149606.9753,,150,106,,347,688,838
37801,5.16,14.75,1302,2,731,941.8011047,1677.462433,0.776172375,39180,17250,2790,660,122178.0471,21892.63848,1858.619838,7260,36,9,910,528,701
49524,3.84,14.74,1965,2,1128,1453.285434,2531.654147,0.77617237,32070,25140,5940,3150,136875.2791,58673.412,95.30041591,780,79,1,813,620,761
36968,3.3,14.49,1939,0,290,373.6283524,2498.156467,0.77617236,12630,21540,17370,15540,49211.41374,104367.933,18314.85976,60,128,24,407,583,838
46562,4.02,14.47,1526,2,207,266.6933385,1966.058138,0.776172368,7380,12750,20370,20310,28734.71817,147831.9944,17633.5891,6240,145,13,196,700,925
37634,10.92,14.36,333,2,208,267.9817112,429.0284127,0.77617237,20850,7320,990,390,49455.92809,5030.971734,1411.525584,37290,9,9,307,592,926
44002,2.69,14.3,1404,0,1017,1310.275961,1808.876548,0.776172371,41070,20820,2160,270,150129.3763,16445.52112,601.3948514,2790,44,9,1061,530,663
35960,5.99,14.24,3719,2,971,1251.010772,4791.461444,0.776172373,16680,27780,9270,13230,134108.4761,65695.19694,1364.558658,150,88,2,803,647,895
35858,5.96,14.16,3677,2,962,1239.415419,4737.349787,0.776172368,16770,26610,9330,13830,127891.2455,66256.16827,1364.558658,240,87,2,763,649,897
47344,3.84,14.11,1960,2,233,300.1910524,2525.212286,0.776172368,7170,12960,20250,20970,31355.98068,149340.8257,17545.90088,5670,148,12,217,725,940
40732,4.6,14.11,5012,2,453,583.6332513,6457.328599,0.776172363,12540,13590,16140,24030,30334.93573,182348.6143,5389.338205,780,112,4,129,597,742
46362,3.11,14.02,2099,2,349,449.6423896,2704.296206,0.776172372,13050,12390,21240,20070,46433.44379,201033.8348,13002.97039,390,165,22,330,762,912
38903,2,14,2988,0,609,784.6195389,3849.660398,0.776172361,12720,18270,18270,10650,50354.88671,153575.0286,19788.37995,7080,121,23,289,820,934
35792,6.07,14,4194,2,825,1062.908225,5403.438904,0.776172374,17190,23490,9060,16560,107992.3237,138930.4373,1364.558658,600,85,2,629,649,903
35757,6.09,13.97,4220,2,693,892.8429126,5436.936639,0.776172371,17160,21990,9420,17070,89079.19241,165872.4264,1364.558658,1440,86,2,539,649,905
43918,2.73,13.89,1412,0,1019,1312.852714,1819.183545,0.776172368,41700,20100,2070,270,145882.5872,16228.73637,646.1794329,2700,44,10,1039,530,664
35760,6.07,13.88,4106,2,783,1008.796539,5290.062053,0.77617237,16800,22950,9300,17130,101112.0432,147632.7341,1364.558658,840,87,2,600,649,907
36777,5.78,13.84,3804,2,1075,1385.001637,4900.973235,0.776172368,17970,28680,9180,11220,140919.1654,56347.00421,1364.558658,90,87,2,849,646,891
37109,5.72,13.83,3672,2,1096,1412.057488,4730.907934,0.776172365,19050,29460,9120,9360,147946.9892,58744.13417,1490.374722,90,87,3,892,645,885
37109,5.72,13.83,3672,2,1096,1412.05748,4730.907906,0.77617237,19500,29220,8910,9390,146989.5052,58271.85165,1490.374722,90,86,3,886,645,885
39656,5.76,13.82,1255,2,721,928.917379,1616.908891,0.776172366,41310,17070,2850,660,126507.4989,20971.36733,1881.584133,5100,39,9,935,534,772
43356,3.33,13.79,2213,2,349,449.6423964,2851.17084,0.77617236,14700,14100,20130,17700,48789.4874,219470.8894,5731.115336,390,163,20,344,659,895
43147,3.32,13.71,1739,0,1162,1497.090162,2240.481748,0.776172357,42510,19380,2070,270,143165.5477,16824.96635,1755.941722,2910,45,11,1032,531,669
42941,3.63,13.68,1664,0,1121,1444.266833,2143.853711,0.776172363,42810,18900,1920,270,140375.7897,16838.76285,1755.941722,3000,45,11,1007,532,670
48103,2.85,13.6,3337,2,499,642.898433,4299.302748,0.776172369,5400,10560,22170,28890,59679.32664,226606.2617,30000.89306,90,183,22,399,796,955
48103,2.85,13.6,3337,2,499,642.898436,4299.302768,0.776172366,5550,10680,22140,28740,59764.35343,226403.4361,30095.77828,90,183,23,399,796,955
37761,11.18,13.59,379,2,238,306.6329206,488.2936004,0.776172368,22770,7470,1140,390,50854.8482,5980.001945,1411.525584,35370,11,9,319,597,938
46489,1.92,13.57,1153,2,700,901.8615277,1485.494774,0.776172371,24210,15810,5280,690,94005.07548,30192.95176,2029.248948,20760,67,14,614,828,979
52527,2.28,13.56,4373,2,1034,1332.17831,5634.057786,0.776172373,11880,17130,14700,9630,78904.94669,125673.2214,19968.14043,13560,164,26,429,855,965
52527,2.28,13.56,4373,2,1034,1332.178324,5634.057846,0.776172364,11970,17190,14550,9600,79350.33213,125673.2214,19968.14043,13530,164,26,431,855,965
38956,5.32,13.54,2443,2,1255,1616.908891,3147.496749,0.776172366,21150,31920,7770,6270,162923.7991,56903.16266,1640.310461,60,87,4,976,641,875
52355,2.27,13.5,4693,2,1071,1379.848139,6046.337364,0.77617237,12600,17850,14130,9510,85707.75257,125926.1845,20136.21582,12990,164,27,468,854,969
35575,6.3,13.49,4203,2,281,362.0329803,5415.034221,0.77617238,11190,19020,11370,18960,49892.18884,166376.6127,841.3880498,6300,76,2,300,650,927
35575,6.3,13.49,4203,2,281,362.0329835,5415.034269,0.776172373,10710,18510,11400,19290,46791.34002,165583.2435,841.3880498,6900,75,2,279,650,927
46575,2.13,13.47,2050,2,875,1127.326916,2641.165918,0.776172366,24540,17550,5790,1140,104593.4907,41771.11824,4277.408553,18120,87,19,673,829,971
46827,2.1,13.46,1191,2,783,1008.79654,1534.452974,0.776172369,23940,17130,5490,540,96997.92972,42825.34453,3102.987222,19800,67,17,633,829,973
52791,2.29,13.45,4067,2,1028,1324.448076,5239.815492,0.776172368,12960,17520,14190,9090,84059.32643,110946.0101,19968.14043,13470,159,26,452,856,968
39695,5.8,13.42,1347,2,743,957.2615975,1735.439262,0.776172367,42570,17100,3270,750,127039.2902,23680.95855,1916.226353,3420,48,10,937,536,778
39191,5.33,13.41,2453,2,1268,1633.657759,3160.380507,0.776172361,20820,32400,7920,5970,164645.9521,56525.71269,1640.310461,60,88,4,987,641,875
50231,2.17,13.38,10708,2,632,814.2521286,13795.90474,0.776172365,330,7380,19560,39660,52630.67054,350067.8813,23781.06825,90,225,21,232,929,1020
46756,2.16,13.36,2935,2,980,1262.60614,3781.376552,0.77617237,23850,20310,8010,2610,122083.5117,67703.67434,4463.549673,12060,121,21,776,828,968
49540,2.72,13.35,3771,2,640,824.5591169,4858.456922,0.776172365,1830,9870,23280,32130,64626.37963,281221.5782,24396.79929,,216,15,408,910,1011
46179,2.09,13.35,1711,2,452,582.344866,2204.407225,0.776172379,28680,22650,9480,2010,74970.94897,40910.47577,1098.199489,4050,57,6,342,782,883
45633,2.12,13.29,4818,1,784,1010.084921,6207.384117,0.776172363,14130,21870,15990,10290,82421.77718,145356.4144,10803.60785,4890,192,29,483,868,998
52090,3.42,13.25,1596,2,977,1258.741029,2056.244301,0.776172364,30960,26340,6090,3060,140097.1813,58442.98314,95.30041591,600,78,1,834,626,766
40428,5.14,13.24,1452,0,825,1062.908229,1870.718483,0.776172371,42120,16950,3540,810,124708.4573,28268.2157,1916.226353,3660,58,10,912,534,742
35312,6.35,13.2,4133,2,432,556.5774028,5324.848162,0.776172367,16320,18810,9570,17700,70315.06486,170428.8938,1210.784612,4440,83,2,430,658,941
45230,3.18,13.18,2174,2,341,439.3354041,2800.924248,0.776172366,13950,13290,20820,18420,48017.60728,202392.4015,7294.28472,390,166,20,340,696,925
35429,6.45,13.15,4063,2,202,260.251471,5234.662013,0.776172366,9420,14100,11310,20400,27271.04424,195810.0431,841.3880498,11640,67,2,167,683,950
45853,1.97,13.14,4531,1,975,1256.164278,5837.620866,0.776172366,17820,21390,13470,7350,94650.06372,129895.675,10522.10653,6810,168,27,571,949,1056
50649,2.18,13.13,10707,2,564,726.6427202,13794.61632,0.776172367,270,6960,20370,39270,48283.67552,347226.8932,23274.39341,180,214,21,203,933,1025
35280,6.42,13.11,4429,2,394,507.6192037,5706.206733,0.776172369,15600,18000,10050,18120,64822.84425,170476.7513,1430.26696,5370,82,3,393,670,950
35280,6.42,13.11,4429,2,394,507.6192045,5706.206743,0.776172368,15270,17880,10170,18300,64037.45644,171117.1783,1430.26696,5460,83,3,387,670,950
54092,6.94,13.1,1167,0,524,675.1077723,1503.532004,0.776172371,20460,25230,10620,8640,97253.3636,78263.66244,270.0704836,2280,109,4,539,864,1082
35273,6.27,13.1,4450,2,401,516.6378163,5733.26255,0.776172373,15810,18960,9930,17820,68199.78341,171483.3332,1430.26696,4530,83,3,418,665,954
40554,5.09,13.08,2379,2,1205,1552.490201,3065.04082,0.776172371,22500,32250,6750,5370,169723.046,52285.30736,1640.310461,60,86,4,1022,640,870
45781,1.99,13.07,4679,1,766,986.8941836,6028.300111,0.776172373,17430,20010,14700,8550,79671.31948,148407.6225,10458.99595,6180,166,26,469,986,1085
47149,2.09,13.04,3497,2,974,1254.875898,4505.442519,0.77617237,23190,22050,9330,4980,131765.6795,93444.11875,11935.58941,7350,148,35,829,821,968
45782,1.86,13.03,4623,1,860,1108.001302,5956.151187,0.776172373,19170,19710,13650,7320,80621.33241,129256.0268,10275.00867,7200,154,25,465,1000,1099
40317,5.31,13.02,1422,0,797,1026.833772,1832.067283,0.776172367,41970,16950,3510,810,124449.7578,27551.09077,1916.226353,3660,57,10,915,535,769
50103,2.67,12.96,3949,2,711,916.0336395,5087.787401,0.776172369,1320,9780,23010,33060,71485.34019,281222.5829,24332.81369,,221,16,434,925,1019
41035,4.96,12.91,2404,2,1229,1583.411181,3097.250187,0.776172364,22230,32250,7140,5250,169569.182,51821.99267,1640.310461,60,87,4,1022,641,870
34844,6.53,12.89,4320,2,175,225.465383,5565.774026,0.776172367,12120,9630,9810,20850,25125.38157,115858.7332,841.3880498,14460,83,2,141,700,1010
49784,2.22,12.85,10272,2,688,886.4010473,13234.17378,0.776172368,630,7530,19350,39600,62699.15517,333138.3035,21983.08238,60,221,14,315,932,1025
41965,4.89,12.83,2161,2,1259,1622.062381,2784.175382,0.776172368,22560,33030,6540,4680,166893.9693,48228.04021,1640.310461,60,86,4,1049,640,866
47826,2.06,12.82,4724,2,956,1231.685174,6086.27695,0.776172369,18090,22740,14400,8460,99725.35219,143683.3228,10077.74119,3240,198,29,621,825,972
51159,2.06,12.81,5140,2,641,825.8474879,6622.240386,0.776172368,690,9690,22020,34350,65221.62573,274647.5991,14614.27488,240,199,18,318,928,1030
48854,2.12,12.81,2789,2,1038,1337.331812,3593.274012,0.776172368,25860,21330,6570,1860,133997.9496,55780.21571,4471.650517,11460,99,21,843,832,973
39584,1.81,12.79,3364,2,762,981.7406937,4334.088837,0.776172369,13140,17760,18240,10560,50598.87599,152554.3083,21636.94719,7410,120,26,281,831,954
54488,2.24,12.76,4044,2,1112,1432.671462,5210.182908,0.776172367,14550,17520,13320,8040,86630.8976,118347.171,23391.73056,13620,136,25,471,860,968
54487,2.28,12.76,3984,2,1101,1418.499358,5132.880509,0.776172364,14250,17160,13470,8070,83400.79428,121108.0605,23391.73056,13950,141,25,450,859,968
48632,2.17,12.72,4174,2,1011,1302.545725,5377.671469,0.776172368,20550,23070,12540,7740,130768.8489,127141.4756,11591.15168,3180,179,34,816,824,970
50092,2.54,12.65,6767,2,794,1022.96865,8718.424253,0.776172368,930,8940,21210,35730,76770.58296,307650.5873,27296.18715,60,215,11,419,936,1025
50092,2.54,12.65,6767,2,794,1022.968654,8718.424286,0.776172365,960,9360,21510,35370,78743.02291,296054.4647,27735.86631,30,209,13,436,936,1025
53562,6.58,12.65,1441,0,579,745.9683233,1856.54638,0.776172368,25410,25500,9000,4890,119453.5732,81476.52918,270.0704836,2310,109,4,676,823,1045
53562,6.58,12.65,1441,0,579,745.9683267,1856.546388,0.776172365,25590,25380,8970,4890,122125.0135,81851.21527,183.2925103,2040,111,3,690,823,1045
40761,4.79,12.64,1585,0,908,1169.843238,2042.072173,0.776172371,42780,16620,3450,720,125014.0953,24510.46206,1767.938366,3420,59,11,924,533,744
42988,4.78,12.64,2066,2,1181,1521.569233,2661.779878,0.776172371,23910,33060,5790,3960,165585.6301,53086.4727,1051.431551,60,82,3,1080,637,863
40745,5.09,12.63,1532,0,880,1133.768778,1973.788373,0.77617237,42630,16770,3510,780,124960.9287,24510.46206,1721.65662,3390,59,10,923,534,748
50396,2.2,12.62,6670,2,744,958.5499737,8593.452049,0.776172365,810,8790,21600,35760,67885.73892,277588.4588,14178.46644,150,201,16,343,934,1028
50200,2.25,12.62,8350,2,732,943.0894933,10757.91977,0.776172362,720,8160,20100,38070,66866.37197,310508.942,21436.74841,60,210,13,340,937,1026
49801,2.24,12.62,8330,2,743,957.2616031,10732.15229,0.776172363,720,7860,19770,38610,66563.9977,320183.65,21983.08238,60,222,14,337,937,1026
50000,2.28,12.62,8285,2,756,974.0104482,10674.17535,0.776172372,720,8010,20010,38070,69175.23614,313151.4166,21983.08238,60,218,14,361,934,1028
50480,2.62,12.6,5964,2,767,988.1825602,7683.860221,0.77617237,900,9690,22290,34050,78589.16503,256173.7721,24230.94679,,210,15,446,932,1024
50480,2.62,12.6,5885,2,767,988.1825519,7582.078641,0.776172377,900,9600,22350,34050,78589.16503,258309.9215,24230.94679,,217,15,446,932,1024
51605,2.09,12.58,5069,2,689,887.6894198,6530.765847,0.776172369,960,10470,22440,32850,70246.08524,267786.5224,14383.5849,270,199,17,347,929,1026
48834,2.96,12.5,3504,2,497,640.3216844,4514.461131,0.776172371,2940,9630,22740,31530,58247.16119,261866.7976,27863.73055,,205,17,388,857,1000
36522,4.19,12.5,1106,2,652,840.0196018,1424.941226,0.776172364,38670,17640,2790,660,125542.0657,22953.49306,1904.429086,7380,42,8,927,522,640
52642,3.45,12.5,1700,2,1034,1332.178337,2190.235177,0.776172357,29370,28170,6090,2910,143633.8675,54847.93707,245.2361552,510,75,2,858,625,767
49363,2.25,12.48,3155,2,1103,1421.076104,4064.818773,0.776172365,25020,22920,8220,4500,144493.716,77583.73446,10988.46287,6180,134,33,907,823,967
42974,4.8,12.47,1972,2,1123,1446.84357,2540.67277,0.776172368,23670,33270,5880,4260,164728.2676,53026.91055,1640.310461,60,83,4,1066,640,872
45593,1.87,12.45,1845,2,557,717.6241008,2377.049311,0.776172371,29700,23010,9120,2160,84558.4987,38239.16561,2555.293403,2910,52,13,375,793,914
52662,3.46,12.42,1600,2,1019,1312.852714,2061.397784,0.776172368,28980,28440,6060,2970,144582.6118,55130.55648,245.2361552,480,75,2,870,624,767
55837,2.26,12.42,3251,2,1084,1396.597004,4188.502639,0.776172365,15780,17310,12060,7170,85532.24455,104188.6226,20761.76506,14670,114,18,471,865,968
56135,2.29,12.4,3238,2,1073,1382.424882,4171.753745,0.776172372,15690,17220,12000,7110,86097.16759,101857.478,20112.20228,15150,111,18,466,867,968
44300,4.66,12.4,2034,2,1203,1549.913472,2620.551954,0.776172362,23760,33480,6030,3600,167086.8541,56157.02685,1051.431551,60,91,3,1091,639,863
44300,4.66,12.4,2034,2,1203,1549.913463,2620.55194,0.776172366,23940,33540,5970,3630,167003.6859,54363.94253,1051.431551,60,91,3,1092,639,863
32339,3.04,12.35,793,2,455,586.2099966,1021.68028,0.776172366,26070,9300,930,360,57593.42189,19698.1324,703.8654687,30420,59,8,371,512,620
34513,6.33,12.3,3757,2,108,139.1443502,4840.419664,0.776172369,11700,10620,11430,20430,14848.77268,196205.8773,841.3880498,12750,78,2,87,712,1008
50705,2.59,12.27,3834,2,733,944.3778636,4939.62446,0.776172365,1140,9780,22920,33300,74488.87091,279962.9818,24230.94679,30,217,15,443,933,1035
48627,3.06,12.23,2605,2,324,417.4330512,3356.213267,0.776172368,9660,11520,21870,23520,43098.12908,206560.1493,22843.47425,390,172,20,309,785,986
50812,2.16,12.16,4307,2,1104,1422.364471,5549.02516,0.776172368,23340,23100,11220,7170,143524.375,110477.8189,11848.33276,2130,171,33,891,832,973
36776,4.11,12.15,1121,2,662,852.90332,1444.2668,0.77617238,38610,17520,2790,660,125026.3385,23391.84069,1744.501254,7560,44,7,925,522,643
34784,6.56,12.14,4014,2,124,159.7583271,5171.531652,0.776172374,9990,11490,11520,20940,18212.75266,196874.5762,841.3880498,12900,74,2,105,720,1021
49256,2.51,12.11,3586,2,490,631.3030743,4620.107805,0.776172365,3000,9690,22740,31440,57872.80902,257295.2679,27863.73055,,203,17,386,864,1011
50931,2.13,12.06,4826,2,1156,1489.3599,6217.69107,0.776172368,21300,22830,12870,8130,132880.7852,122724.3688,16571.45251,1980,175,33,814,833,973
