Percent unemployed,Vehicles per household,Median Income,Household Density,Day population density,Percent below poverty level,Residential Area,Commerical/Industrial/MU Area,Other Area,Undeveloped Area,Developed Open Space Area,Developed Low Intensity Area,Developed Medium Intensity Area,Developed High Intensity Area,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Net Passengers
8.18,1,28058,861.9219499,26012.6,28.3,71131.06848,190221.6316,18942.23704,3570,122250,532290,797430,554940,142,62,374,687,824,0
5.94,1,31906,1078.368723,22145.1,28.29,43639.15767,208339.2854,25779.89591,484410,109410,256410,600060,559920,140,11,80,821,927,2
7.79,2,29251,892.8429167,2797,28.28,79917.38846,65489.98365,15074.19494,41730,183270,550170,280890,174390,95,9,550,594,787,0
8.15,1,29790,675.107778,1499.6,28.28,83789.17583,26566.23466,3111.047036,765210,664860,421500,140640,18330,41,22,581,617,768,0
5.85,1,32042,1245.857294,25097.9,28.25,53104.53072,218618.235,60320.48447,399690,70560,217410,655950,666810,142,23,82,824,930,1
4.95,0,27912,1052.60124,11766.3,28.17,57763.31944,268104.94,16874.50652,8100,15030,316650,668910,1002030,184,17,208,512,658,0
7.83,2,29340,890.2661672,2737.7,28.16,77967.36237,54561.924,15074.19494,54990,180540,512970,225510,158490,80,9,535,589,786,0
7.32,1,27382,936.6476173,4991,28.07,168892.3628,93877.29859,3899.952696,86700,466140,757260,557010,143070,84,14,784,524,722,0
5.22,1,27556,1734.150889,4489.8,28.03,205235.5627,98350.65497,8129.790508,12030,139050,1000710,630660,228000,115,26,1216,538,733,1
10.93,1,27357,1654.271712,9578.7,28.03,125880.025,131798.6794,2588.523278,290880,496830,689490,400740,131940,61,7,658,532,694,0
5,1,32461,1234.261928,27621.7,28.02,44622.30708,151870.7478,58244.46935,466710,108000,284550,587010,564060,98,20,64,872,936,0
5.22,0,31819,1406.903981,21388.8,28.02,67125.04437,370140.9359,28594.46491,5610,8940,174540,606960,1214400,207,18,149,726,781,0
5.47,1,32441,1217.513065,27295.8,28.02,40254.33874,164564.4666,58465.93165,489810,111540,268080,585600,555300,104,20,67,872,936,0
6.71,1,29727,1364.387661,29361,28.01,76464.01833,215237.0504,6372.178898,240030,112320,452250,741090,464700,179,9,229,750,848,0
5.96,1,30894,905.726647,3293,27.99,95667.23727,86975.69442,24993.05032,0,470520,608640,622680,308100,92,73,497,597,756,0
6.73,2,29220,1321.871331,28481.1,27.94,86654.92518,263892.6222,2916.690146,175830,121440,508320,802590,402330,181,11,306,736,842,0
6.41,1,30413,926.3406355,16244.5,27.92,40127.113,192075.6004,14590.53739,461130,128340,341670,677760,401490,132,10,82,788,918,0
9.03,1,27134,655.7821694,24949.8,27.92,58526.67681,187632.9081,36885.47169,14520,117960,512280,731670,634560,125,72,308,670,830,0
9.03,1,27134,655.7821669,24961.4,27.92,58495.14337,179624.4203,42193.59069,14520,119430,508980,730080,637410,123,74,309,670,830,0
4.74,1,32971,1165.978113,26404.3,27.92,36668.76167,129791.5103,53679.3782,526980,147660,292500,549630,493080,86,19,58,869,936,0
7.27,1,27419,904.4382851,4933,27.86,166729.8237,88712.73249,3763.423179,89700,494520,761670,528450,135990,78,13,769,523,722,0
4.7,0,30382,1284.5085,14326.2,27.76,54802.68746,357500.7468,21371.88854,4860,7230,226500,633270,1138470,203,19,201,672,739,0
4.7,0,30395,1283.220116,14232.2,27.76,54623.34694,352281.8934,21372.34537,5610,11430,249360,637710,1106040,198,19,199,672,739,0
5.33,2,35836,519.2145664,802.6,27.75,69100.53131,1643.777113,311.6124649,1118340,609270,277260,5460,0,6,4,452,514,704,0
5.96,1,32027,1041.005883,18982.2,27.72,35505.12463,182244.0434,20137.97598,587730,114390,271230,597720,439410,122,10,78,837,933,0
5.23,2,35765,605.5355946,936.6,27.69,59738.3337,2978.595881,425.2132211,1226070,525360,248070,10080,1110,7,4,400,514,706,0
5.98,1,31924,999.7779256,15198.4,27.69,34301.567,176540.8503,18986.064,566970,137460,300720,622650,382860,120,10,78,833,933,0
1.2,2,28438,462.5261256,2697.8,27.59,38225.89812,86194.07933,5960.419939,490200,604710,419460,318210,177390,86,11,227,600,725,0
8.65,1,28074,724.0659691,25501.2,27.58,62722.63539,173675.4685,34352.40992,46440,156360,580890,709080,517050,124,64,335,690,833,0
5.05,1,27878,1726.420623,4501.4,27.54,205336.6227,94141.15731,7430.072135,11130,140430,1005900,626700,226560,118,26,1222,539,733,0
5.2,2,35846,508.9075781,783.3,27.54,77388.76034,1962.107277,84.21895945,989370,717270,292470,10170,1200,6,2,506,513,705,1
6.69,1,30264,855.4800884,15077.3,27.52,49811.60903,200749.5638,6121.830165,442350,129660,372270,686340,379710,140,8,102,783,909,0
1.34,1,28302,587.4983724,3294.3,27.51,41017.36533,146466.6737,13547.19834,11310,84060,516900,686160,712200,139,21,181,414,432,0
1.35,1,28302,586.2100003,3039.2,27.51,36826.41933,144156.71,13547.19834,22980,92040,513570,671820,709530,134,21,166,414,432,0
7.09,0,28795,811.6753736,2062.6,27.5,77872.09595,81209.90891,5749.485519,476190,542010,570630,286380,134580,89,22,541,545,731,0
6.43,1,30264,1087.38734,17566.3,27.37,64792.97408,225981.5197,7872.559864,279750,119820,369450,746250,495510,185,11,126,768,886,0
2.67,2,28129,637.7449397,2664.3,27.37,60523.86608,66071.00748,12371.97098,326970,758010,541290,278610,105330,79,13,368,534,715,0
6.69,1,30202,1137.633907,16119.6,27.34,72278.5769,227278.3753,6768.352677,271530,113880,393870,751470,479430,185,10,159,760,872,0
8.07,2,29731,827.1358611,2606.3,27.33,66057.30562,52105.47365,14523.88231,18810,150330,450600,222600,154680,72,5,456,578,785,0
4.8,1,29633,1422.364479,4328.8,27.3,174869.8265,106424.2262,20608.81868,16590,251280,775680,680010,286680,111,38,927,565,744,0
7.8,1,28103,783.3311572,25824.5,27.27,65638.87596,195169.1544,20996.25529,161940,176460,591930,684510,395160,140,34,338,691,838,0
8.77,1,28117,703.4519959,25457.4,27.27,58362.33024,173904.101,34813.32747,25350,154860,569520,703320,557520,125,69,303,689,835,0
8.16,1,28248,745.9683205,25313.1,27.27,63410.40586,177478.5094,22570.66527,161460,177240,588330,674880,408810,134,39,326,691,838,0
8.71,1,27920,693.145006,25655.8,27.25,56712.35267,179359.7657,34267.00941,14580,137670,539400,712020,606720,127,72,293,684,839,0
5.64,2,35988,680.2612716,1074.5,27.25,57107.76769,2991.888793,378.6956708,1188450,531210,252600,26340,11790,9,3,387,516,707,0
1.18,2,28852,475.4098666,2713.2,27.17,39145.13702,81094.38481,4719.686017,532980,604470,406620,306420,159930,82,10,233,602,728,0
1.18,2,28852,475.4098611,2706.8,27.17,42537.41671,74626.93537,5960.419939,481170,639660,427590,312390,149190,78,11,256,602,728,0
8.88,1,28165,689.2798852,25554,27.08,58528.624,178162.6418,34266.28356,14790,142230,545400,722130,585420,129,72,304,689,838,0
2.35,2,28411,627.437958,2632.1,27.03,59682.15143,65575.86201,12371.97098,340140,757020,527430,278490,107490,77,13,363,545,720,0
6.68,1,31223,762.7171823,13459.2,27.01,28391.21221,176084.3776,6238.222896,547230,136560,354570,634650,337110,120,9,77,794,929,0
4.65,0,29446,971.4336936,7589.5,26.96,52489.99234,269541.33,16874.50652,8160,19950,346830,683640,952170,187,17,197,525,683,0
7.77,1,28300,792.3497786,25747.2,26.93,64379.21473,206252.0065,7956.818051,220830,179130,587640,690360,332430,141,27,316,695,840,0
1.58,2,29001,563.0192714,2500.6,26.92,52652.91634,67836.76453,12371.97098,380100,735420,471750,298680,124050,77,13,318,562,722,0
7.79,1,28169,780.754422,27036.8,26.91,67649.99756,214863.6022,8127.574904,226830,180990,594000,695670,312690,143,28,315,696,840,0
4.69,0,29618,1010.084921,7910.3,26.91,55876.45456,260779.9634,16874.50652,8160,19410,345420,684480,952620,182,17,205,528,687,0
2.48,1,33142,1098.982694,4318.5,26.89,67885.3441,141012.3547,17913.45116,91080,392130,658320,500910,367860,159,34,389,553,586,0
5.71,1,33572,1226.531682,23381.9,26.88,42800.30598,167265.5185,59655.52881,504600,95310,260070,593790,556530,109,21,75,850,933,0
10.57,1,27772,1613.043758,9417.7,26.87,129451.9157,131661.4708,2588.523278,273660,499290,693030,411390,133080,58,7,676,534,698,0
8.01,2,29905,836.1544765,2495.5,26.84,62777.74589,41969.8525,3635.5712,21180,145590,416430,167970,130800,62,4,428,579,785,1
7.56,1,28468,747.2566902,27454.3,26.79,66440.9213,231054.391,7079.022281,264270,164400,560190,709830,311460,154,26,290,700,844,0
2.43,1,33720,957.2615938,3850.8,26.71,68473.26138,126998.9261,11649.73876,101820,426960,664410,452100,365310,152,19,375,551,587,0
2.43,1,33412,1091.252448,4353.3,26.69,68987.23455,140344.0723,17621.43234,96240,393660,663510,493440,363480,159,32,393,555,588,0
5.76,1,33532,1220.089812,23075.2,26.63,49050.55793,173725.1661,58465.93165,520470,86160,248730,599970,554970,110,20,79,856,935,0
4.96,1,30367,1218.80144,4001.5,26.59,149263.5254,110795.094,22785.8544,16590,336960,709710,641880,305070,105,48,788,569,745,0
5.81,1,33752,1086.098956,20520.5,26.56,50361.69183,176248.4579,39178.75715,545340,73740,218880,625620,546630,118,17,81,856,935,0
2.4,1,33794,966.2802104,3960.3,26.56,68557.95008,124341.4556,9240.444001,112440,444750,652620,437700,362610,146,16,376,551,587,0
2.58,0,33369,588.7867476,3890.7,26.46,36606.94583,139587.1618,32787.58587,26580,359670,662610,590850,370650,155,44,259,551,585,0
2.58,0,33369,588.7867385,3890.7,26.46,37642.02431,135714.0546,32787.58587,33240,363720,656220,590160,366570,154,44,265,551,585,0
4.32,2,36476,213.870018,706,26.45,14036.88999,18449.57406,3264.016621,875460,436980,318420,217440,162090,23,11,66,540,711,0
4.32,2,36476,213.8700213,706,26.45,16570.31403,27775.83006,3264.016621,885690,434730,340830,217440,131340,26,11,73,540,711,0
4.85,1,28413,1641.38798,4332.6,26.41,204758.4775,114352.2362,7430.072135,11910,141030,1012530,619050,225990,122,26,1221,546,754,0
7.54,1,28585,722.7775955,27402.7,26.34,64723.47897,233116.2018,7079.022281,287220,162360,548880,699330,312420,155,26,277,701,848,0
7.54,1,28585,722.7775871,27409.2,26.34,65079.84195,230434.9277,7079.022281,282330,167940,561270,690420,307980,152,26,285,701,848,0
2.38,0,33557,869.6521927,5193.2,26.32,64947.76365,120438.2096,25859.89943,71340,405030,692520,515640,326550,134,39,395,562,593,0
2.38,0,33557,869.6521905,5193.2,26.32,65272.99591,120438.2096,25859.89943,73350,405960,690990,513990,325980,134,39,397,562,593,0
2.42,1,34025,1001.066299,3957.7,26.28,76370.31565,118992.7595,1853.878536,126330,513180,637350,386340,347220,138,8,418,553,590,0
6.81,1,31466,648.0519336,12773.8,26.28,26500.78616,174634.4033,6238.222896,571110,138840,343680,629670,326760,117,9,72,829,945,0
5.81,1,31815,870.9405585,3376.7,26.27,100435.5076,93617.9617,24623.34476,0,459960,628050,607230,314790,91,72,521,584,750,0
2.39,1,33841,1165.978115,4567.1,26.22,66290.38743,141605.328,16931.74331,105810,394260,662370,485700,361770,159,31,370,559,593,0
2.37,1,33998,977.8755653,3858.5,26.22,65048.60624,105698.4751,692.1147258,176460,507030,617400,360900,348570,123,4,346,552,591,0
5.52,1,31080,1047.447756,3844.4,26.19,127353.6435,106350.2216,25094.87984,13110,387690,641700,626040,341490,96,54,677,574,746,0
2.42,1,33875,1155.671138,4725.6,26.16,64904.65244,139715.2826,16252.27449,108360,406710,657150,473940,363930,152,28,351,559,593,0
4.87,0,33414,1403.038864,20684.1,26.16,54654.61051,393886.1041,30228.49983,5610,3750,171390,632580,1197180,227,19,172,730,800,0
2.32,1,34043,698.298505,2630.8,26.16,60383.98486,92388.35746,1533.502776,235230,517080,586230,320190,351240,116,6,338,555,592,0
2.32,1,34043,698.2985014,2630.8,26.16,59699.23542,98076.18492,1533.502776,228630,516660,590520,322260,352710,116,6,334,555,592,0
7.1,2,32098,283.4421947,3032.7,26.15,18281.94361,186703.3712,18003.80759,129120,225180,408510,627090,620730,174,14,120,545,798,0
7.82,2,35081,709.8938621,1202,26.13,45592.7164,9292.605822,1050.278373,1013700,743970,201120,41730,9870,26,11,335,540,739,0
4.58,1,34865,953.3964828,24685.6,26.13,35001.20007,123589.9528,49115.30647,543300,157770,297510,545160,466620,83,19,50,880,941,0
4.54,1,34543,1122.173418,25841.3,26.04,35708.28388,128290.8433,49009.92158,539550,154020,295920,547860,472770,86,18,54,893,943,0
4.81,0,33775,1406.904003,20561.7,25.97,55476.76446,396666.0359,30228.49983,5610,2790,168930,634650,1198230,230,19,178,732,804,0
5.19,2,35905,660.9356622,1032,25.92,86917.89039,6188.099046,37.70140914,815790,851130,323040,17820,2400,14,1,587,515,702,0
2.43,1,34189,1216.224698,4610.9,25.88,70956.53017,142095.9432,16876.06374,108750,400020,674820,480900,346200,159,30,395,562,597,0
2.43,1,34189,1216.224696,4610.9,25.88,67940.00862,140944.4258,16252.27449,113490,404040,664980,473520,353910,155,28,373,562,597,0
2.73,0,33931,309.2096657,2584.4,25.79,28354.91738,100683.1079,30838.36163,0,361770,656520,579360,412680,139,47,254,539,584,0
2.68,1,33913,436.7586562,2056.2,25.77,27821.77762,67876.29948,1485.525056,571320,462930,413040,239340,324090,75,5,168,557,595,1
2.68,1,33913,436.7586562,2056.2,25.77,29471.95817,67666.99823,1485.525056,556650,470490,418230,241470,323070,75,5,177,557,595,1
9.99,1,28254,1665.867083,12021.4,25.6,136728.8368,139939.3775,3133.228997,154380,440550,736920,521640,156390,70,11,738,536,707,1
10.07,1,28278,1632.369367,11975,25.52,136035.4437,140123.5069,3133.228997,159030,445590,730650,519420,155190,69,11,732,536,707,0
4.63,1,28948,1597.583289,4416.4,25.45,196809.1086,114353.403,7516.169544,9630,143340,1021230,595830,240780,125,29,1166,552,762,0
9.01,2,32670,438.047031,961.1,25.4,54698.53845,16338.62084,1195.199519,908790,769560,246270,70020,15240,28,11,406,614,783,1
9.01,2,32670,438.0470327,961.1,25.4,54680.90867,16338.62084,1195.199519,907740,766740,247440,72990,15600,28,11,405,614,783,0
5.53,1,31642,919.8987638,3586.7,25.38,105631.197,101657.5352,18945.51217,2640,434790,617910,624420,330390,90,64,555,578,750,0
6.99,2,32082,298.9026773,3061.1,25.37,20027.93967,179102.8332,18003.80759,116760,226170,413940,630750,622410,174,14,130,549,798,0
1.22,2,30911,465.102883,2322.9,25.29,43595.2551,67297.92951,4719.686017,570960,634050,407280,274170,123660,71,10,261,607,730,0
1.43,2,30753,530.8099309,2436.2,25.26,50425.7369,70323.22057,6657.396132,420120,707190,452820,303000,127020,76,12,306,588,726,0
2.29,1,34714,1074.503601,4323.6,25.24,71075.35342,127008.5326,12779.53255,105330,435030,663300,448770,357720,148,21,388,568,617,0
2.34,0,34249,842.5963402,4608.3,25.15,78594.09152,123758.8072,26287.76646,145140,447870,695790,461550,260370,139,35,458,577,625,0
4.55,1,29218,1595.006536,4497.6,25.04,193129.9399,129708.0516,7486.906554,8640,149010,1004100,590160,258510,136,29,1141,557,765,0
9.59,1,28280,1537.029731,12275.2,24.94,123751.5118,167419.5549,4652.984808,131010,495150,664230,534060,186630,77,11,649,539,708,0
2.38,0,34320,743.3915713,4143.3,24.94,64843.34412,118596.8461,27826.75038,231630,405330,611910,488790,272910,133,33,382,582,646,1
2.38,0,34467,709.8938621,4138.1,24.88,61817.30111,120019.6846,27826.75038,251910,393810,593010,493710,277680,133,33,360,585,650,0
3.22,1,33697,395.5306954,3326.5,24.79,20114.39035,67643.30554,1485.525056,612930,424530,345540,244830,382890,72,5,121,559,599,0
2.33,1,35060,1391.443505,4550.4,24.73,75250.50903,145407.6288,16422.16461,104100,408720,689340,488940,319020,161,29,433,573,642,0
2.33,1,35060,1391.443499,4550.4,24.73,75567.35229,144846.705,16422.16461,102360,411540,681420,494040,320940,162,29,440,573,642,0
6.85,1,29550,793.6381461,3888.2,24.65,103627.5444,150756.1581,9584.571699,10890,159420,792030,566730,481050,196,17,653,547,716,0
6.79,1,29624,776.8892921,4192.2,24.55,99278.74743,157000.0981,9584.571699,11040,161520,782820,561360,493860,201,17,619,549,720,0
4.45,1,29552,1560.22044,4533.6,24.5,188299.8217,155013.4867,7153.183567,6960,167340,979980,585750,270180,151,28,1104,563,770,0
7.38,2,30354,456.0842581,3334.2,24.43,43933.38829,177662.1596,10760.65859,25170,251880,547110,622470,563970,194,18,279,556,780,0
7.34,2,36957,783.3311522,1163.4,24.43,70895.51147,6028.256782,1405.728404,766980,927660,275190,35670,4530,14,8,408,517,690,0
6.84,2,34181,784.6195359,1453.2,24.42,46500.054,10505.49757,1050.278373,1003890,740460,204720,49500,11640,30,11,344,531,721,0
6.7,2,30667,336.2655128,3135.8,24.4,30836.92171,179373.0405,18610.46862,78240,227160,470970,622920,610920,183,18,191,558,794,0
6.72,1,30189,633.8798196,3765.8,24.35,69680.32861,167301.6633,9876.703488,29070,250440,645990,549540,535620,193,15,420,555,767,1
6.6,2,30675,342.7073826,3173.2,24.31,33360.51237,186520.7747,15346.03137,68820,228960,476250,625560,610440,191,17,205,558,794,0
9.4,1,28454,1494.513386,12230.1,24.29,122136.8854,167085.7344,4603.600289,130650,518400,655980,517680,187530,77,10,630,540,710,2
6.79,2,30515,517.9261921,3513.3,24.23,46528.2112,179474.401,10760.65859,27210,253200,555990,613950,559920,199,18,297,559,780,0
6.73,1,30280,623.5728275,3782.5,24.18,67499.46924,167029.5846,9876.703488,28620,256350,627150,559950,538170,191,15,401,556,766,0
9.29,1,28550,1522.857617,12271.3,24.15,123172.8993,122267.1492,2842.465003,117840,501870,671820,515130,203670,80,9,638,540,712,2
9.2,1,28500,1502.243632,12240.4,24.14,122350.6681,119681.3188,2842.465003,121860,512250,670140,507480,198870,81,9,620,540,710,0
6.67,2,30584,391.6655801,3122.9,23.97,40106.55383,182125.2071,10760.65859,33930,248370,517020,633960,577110,193,18,251,560,790,0
6.02,1,30013,1001.066294,4328.8,23.93,161060.1971,43099.51312,2660.648229,132960,681120,699000,402120,95730,64,8,732,525,722,0
7.37,2,30192,788.4846567,27972.2,23.87,52397.75226,234657.4293,4179.039121,400380,140490,498870,650340,320310,148,12,202,728,876,0
2.29,0,35545,1154.382765,5036.1,23.76,81247.22368,111665.3407,26422.32476,134340,450240,695280,463380,267150,139,36,469,589,672,0
2.18,2,35963,1405.615624,4279.8,23.69,97314.44672,124445.6632,8835.817648,113550,484290,702750,421920,288210,139,19,479,584,671,0
6.43,1,30605,555.2890319,3871.4,23.6,54049.51437,165122.2287,11089.79975,28170,259620,595020,589590,538200,196,19,351,561,773,0
6.81,1,32071,640.3216885,26211,23.58,33350.45443,170227.2249,3108.983293,564390,135600,399540,595980,314010,122,8,106,787,931,0
4.19,2,30219,1455.862193,4095.6,23.5,174416.0495,154416.8771,6922.332285,4170,230220,933090,572340,270720,155,27,1021,567,775,0
1.7,1,36319,788.4846435,4621.2,23.48,48150.07912,163169.3851,12823.68322,7050,41130,462270,696480,803310,161,18,206,523,650,0
6.05,1,30555,900.5731549,4158.7,23.31,161237.7654,44212.08857,2476.630786,140670,758490,667590,367290,76500,66,7,731,528,722,0
6.53,1,30615,664.8007873,3897.2,23.11,84527.10914,156849.2573,10106.95361,22320,213870,721710,534360,518010,185,17,519,561,750,0
2.15,2,36442,1564.085557,5034.8,23.09,98582.76195,109594.0792,2985.810265,139860,555660,664440,365610,285270,127,7,484,593,680,0
4.84,2,36391,197.1211611,439.3,22.97,19466.63965,34894.7321,3264.016621,861960,487920,356490,227190,76200,35,11,74,529,717,0
6.88,0,58834,620.9960795,613.2,22.91,87850.03505,13696.61561,200.7196501,674790,1047930,233640,46290,7440,12,1,319,776,874,0
6.88,0,58834,620.9960867,613.2,22.91,87894.53785,13696.61561,200.7196501,670860,1051710,234120,46380,7440,12,1,320,776,874,0
8,2,36827,459.9493825,744.7,22.87,49577.72608,5021.127854,519.6334305,1199040,512220,258870,28410,11790,10,6,339,536,732,0
1.52,1,36244,809.0986295,3244,22.86,59605.45468,129418.2079,3283.195701,49050,138900,590430,698400,533370,145,13,300,445,606,1
4.79,2,36730,198.4095388,445.8,22.82,22592.39806,42488.00177,3040.87745,817380,494190,378540,234450,86190,34,10,82,529,719,0
3.97,2,40537,556.5773969,3232.4,22.59,62314.83265,204873.2121,26112.4828,1680,407130,367110,624300,609930,159,23,409,743,788,0
1.73,1,37471,766.5823032,4402.2,22.5,46882.33469,205598.2318,12823.68322,5730,42180,445920,704880,811740,162,18,199,540,684,0
4.03,2,31083,1287.085227,3857.3,22.37,150524.6737,154626.9241,8235.111426,5190,305040,872040,522540,305370,152,28,895,576,780,0
8.15,2,37394,680.261269,1016.5,22.29,71113.88178,6028.256782,1405.728404,766110,932880,272940,34200,4530,14,8,406,528,699,0
4.57,2,37039,429.0284117,706,22.12,61646.32989,44983.17262,1325.88654,545010,583920,561150,234750,85140,39,6,254,528,726,0
4.57,2,37039,429.0284167,706,22.12,49497.68176,44381.29507,1948.542523,625620,547050,517350,234930,85140,36,7,201,528,726,0
7.42,2,31090,724.0659682,27830.5,21.96,52489.21285,237579.1242,4179.039121,414000,134520,495060,643770,323490,149,12,198,748,887,0
3.81,2,41689,523.0796879,3058.5,21.83,59307.47298,199098.9647,26112.4828,4980,414930,363210,621780,605100,155,23,392,743,794,0
4.05,1,33703,353.0143706,2681,21.83,19339.06284,94805.52803,1350.966758,600420,433410,299700,239880,437310,78,4,113,574,664,0
5.72,2,33636,751.1218178,1298.6,21.71,36210.45348,19797.53756,936.2521362,1041120,733140,174000,42480,19680,52,9,262,520,675,0
5.72,2,33636,751.1218227,1310.2,21.71,36603.18377,20031.09353,936.2521362,1029690,726780,180360,50430,22320,54,9,264,520,675,0
5.29,2,39935,168.7769441,1951.8,21.69,18823.27809,152087.2327,18149.73547,182190,216120,382560,616140,612900,158,14,135,583,831,0
6.81,2,31684,724.0659663,26597.5,21.67,53845.81507,232620.1564,3454.054053,433560,124710,484260,639000,328920,144,11,188,758,893,0
6.8,2,31607,722.7776001,26423.6,21.67,53122.1946,230365.3753,3454.054053,452910,125190,482160,628380,321930,140,11,187,758,893,0
6.83,2,31763,758.8520585,26996.9,21.57,49115.80428,177260.071,3454.054053,466080,128970,465690,613170,336570,135,11,169,763,900,0
5.84,0,59782,633.8798188,663.5,21.45,83532.82506,13696.61561,200.7196501,668670,1053690,233760,46980,7440,12,1,305,788,893,0
8.06,0,37986,1190.457216,4063.4,21.3,127611.4955,66379.52909,1180.007825,69660,611100,746610,375180,207780,111,4,603,770,908,0
8.06,0,37986,1190.457222,4194.8,21.3,125762.5274,55480.34117,1180.007825,77190,628980,770220,342690,191520,93,4,591,770,908,0
8.06,0,37986,1190.457215,4055.7,21.3,127397.4611,63689.68246,1180.007825,78030,627420,759120,347670,198420,100,4,592,770,908,0
8.06,0,37986,1190.45723,4055.7,21.3,129046.3415,69525.01614,1180.007825,73050,633060,754800,352680,196800,107,4,606,770,908,1
8,0,37779,1174.996734,4257.9,21.26,131654.1768,73525.32716,1180.007825,58860,604500,747210,393120,206910,119,4,621,772,921,0
1.81,1,40148,1025.545393,4747.5,21.02,72214.46326,196868.1722,12116.47306,30780,71430,460200,732120,715620,180,13,374,603,708,0
8,0,40646,851.6149533,2894.9,21.02,91590.33492,85804.07006,1141.376641,47220,525210,724110,361110,352440,107,3,457,777,871,0
8,0,40646,851.6149565,2894.9,21.02,93419.38278,87170.3743,1141.376641,45240,533970,730200,360390,340560,110,3,467,777,871,0
4.04,1,33985,380.070221,3037.9,20.95,20560.88483,98348.71247,1350.966758,591720,439110,296850,244350,438030,78,4,115,577,688,0
8.04,0,41628,664.8007873,2042,20.81,85591.43465,83671.2701,1324.669151,30630,507360,741480,367110,363780,107,6,433,785,890,0
4.4,0,58606,740.814826,740.8,20.68,93988.9136,17990.50751,0,568320,1112340,276480,47130,5790,16,0,374,812,935,0
4.4,0,58606,740.8148346,740.8,20.68,88941.8402,17990.50751,200.7196501,589380,1094940,272640,47220,6120,16,1,349,812,935,0
7.54,0,38788,1248.434046,5325.9,20.57,133535.6802,73502.35531,3051.943446,47460,579120,718950,383400,280590,116,5,627,778,938,0
7.54,0,38788,1248.43403,5325.9,20.57,137696.3363,72473.56425,3051.943446,46860,589110,725550,373200,275520,114,5,645,778,938,0
1.78,1,41001,1033.275633,4649.6,20.52,73262.09706,191484.4096,11793.46321,30570,72780,461370,729960,715350,176,12,381,614,716,0
2.93,0,35694,516.6378245,3022.4,20.44,42126.7137,104474.4368,20635.19789,4350,376680,659970,519570,449820,137,25,359,555,642,0
5.17,2,36503,381.3585877,667.4,20.42,84795.79897,17727.93097,118.3828894,731820,871860,322980,67440,16020,33,2,582,521,703,0
4.17,2,33002,958.5499749,3330.3,20.32,112006.4708,177116.1916,7730.378408,11970,406110,753630,500580,337830,153,24,667,592,792,0
5.94,0,37995,820.6939867,1283.2,20.16,114453.3728,12094.72564,502.2545856,328650,1176450,429750,63780,12060,36,6,702,530,733,0
5.94,0,37995,820.6939984,1283.2,20.16,113241.14,11969.59752,458.919413,334020,1173930,426990,62550,12960,34,5,695,530,733,0
4.32,2,33475,897.9964007,3387,20.03,108623.2285,173055.7063,8729.272617,11970,432240,725760,503670,336930,144,24,641,594,794,0
5.46,2,34528,1028.122146,2009.8,20,150363.3587,22361.99877,2802.148454,175680,1078170,505530,201990,49080,52,9,676,544,752,0
5.52,2,34480,1037.140742,2048.4,19.97,152214.2722,23390.42687,2697.458398,184410,1051470,514800,209070,50490,52,8,686,546,753,0
6.1,2,37927,796.2148903,1318,19.93,107758.3766,15556.47343,1656.801457,312990,1199640,417030,71880,8760,38,8,719,530,734,0
5.61,0,38297,778.1776628,1279.3,19.83,100099.4976,22606.91641,168.3179759,389520,1103820,394890,93150,29040,31,2,521,536,743,0
5.3,2,34412,706.0287376,1163.4,19.64,31669.32237,19519.36789,685.5238524,1088460,692880,181110,35880,11610,58,7,209,515,634,0
5.3,2,34412,706.0287467,1163.4,19.64,30784.4498,19519.36789,685.5238524,1103550,689370,170970,35010,11430,58,7,203,515,634,0
3.38,1,43564,1117.019919,18111.3,19.56,57969.18034,385440.4054,32689.33593,5610,3720,166650,613530,1220760,229,18,203,901,960,0
3.38,1,43564,1118.308294,18549.3,19.56,57520.75593,386181.1174,32689.33593,5610,3120,166290,612450,1222710,230,18,201,901,960,1
6.06,2,38072,881.2475496,1470,19.35,108328.9232,17274.20685,1656.801457,307710,1202550,414600,74490,10710,38,8,732,531,740,0
4.4,2,34133,807.8102621,3283.9,19.34,98354.55778,180146.6727,6905.753431,11970,439890,679980,505290,373140,158,23,577,599,795,0
3.03,1,44445,1113.154799,14809.3,19.31,58614.40398,385989.4513,26697.41021,5250,5880,168990,594270,1236150,227,19,216,904,962,0
3.74,0,39497,1633.657738,2431.1,19.27,148466.7023,34345.55462,828.4334469,154200,1022310,667050,98220,68310,53,3,851,533,671,0
3.02,0,35902,260.2514723,1994.3,19.27,41669.26994,83198.87897,18468.26274,25320,402540,652770,491910,437940,105,23,350,550,675,0
3.74,0,39507,1636.234481,2433.7,19.23,148527.65,32690.88013,828.4334469,156240,1039260,667140,93450,54210,47,3,850,532,671,0
1.97,1,42149,1039.7175,5064.4,19.22,70196.29788,224769.8477,14364.90147,12000,28890,367620,721800,879720,185,16,353,660,746,0
7.67,0,45595,698.2984942,2034.3,19.2,87754.32841,79511.60194,1246.352268,38520,530190,733020,366360,342180,104,5,454,805,911,1
1.9,1,42559,1070.63847,5052.8,19.17,73024.58762,224195.062,15278.8833,15510,38100,385620,741780,829410,187,16,375,662,747,0
6.53,0,42481,1539.60649,6147.9,19.13,127933.5741,71373.28117,3051.943446,41070,570660,712950,340500,345720,96,5,607,787,965,0
