OBJECTID,2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,Shape_Length,Shape_Area
5720,13.04,1,26.32,31942,37958,2795.644433,7338.566638,4018.738873,,3930,9900,810,,1822.354367,,,25,18,0.005040138,1.46E-06
5721,25,1,25,18542,40486,2118.335274,3389.336438,2118.335274,,2400,1950,1710,,691.0987177,,,,,0.003161788,6.04E-07
5722,14.29,1,27.27,25000,36440,1229.01817,2681.494189,2122.849566,,5610,12090,5280,30,1399.049534,758.091816,,,,0.006687382,2.29E-06
5723,17.95,0.8,54,14375,21010,3585.483608,8067.338118,8067.338118,,6900,24300,9270,150,4527.067634,727.3146309,,,,0.00838168,4E-06
5724,0,1,50,7500,19328,1282.650444,1282.650444,1282.650444,,,3930,120,,404.386868,,,,,0.002531811,3.99E-07
5725,12.5,1.1,37.5,25000,34891,3368.844534,5818.913285,3675.103127,,4290,4230,,,1098.354585,,133.0266899,,,0.003830065,8.36E-07
5726,7.69,1.2,33.33,27612,35446,1983.549809,4407.888465,3085.521926,,15690,14430,3750,1320,3185.698501,1092.424048,,,,0.008208866,3.48E-06
5727,11.11,1.2,33.33,18750,35447,2674.512084,5616.475375,3744.316917,,2940,6840,,,852.8101913,,,,,0.004133411,9.57E-07
5728,0,0,33.33,7500,37677,337.1392823,505.7089234,337.1392823,,3480,11670,300,,1439.19276,,,,,0.005354162,1.52E-06
5729,20,0.8,55,14250,21477,2558.392117,2911.273788,2205.510445,,900,21720,6690,30,2486.585257,,1966.051541,,,0.007390518,2.9E-06
5730,11.76,0.9,23.08,29355,36807,5258.884243,9280.383959,5877.576507,,,4170,4140,,2069.333889,,,38,30,0.003941392,8.27E-07
5731,11.11,1,30,35000,35990,3713.689088,5261.059541,2475.792725,,,6360,1980,,908.1212133,,,20,20,0.003949182,8.27E-07
5732,0,0,0,0,0,0,0,0,,,570,990,,,,,,,0.001689041,1.55E-07
5733,0,0,0,0,0,0,0,0,30,2820,13980,1380,,,,,,,0.010493113,1.79E-06
5734,0,0,0,0,0,0,0,200.2925377,966780,457530,672600,584970,395610,,50253.49709,2392.767726,8,9,0.087484649,0.000304006
5735,9.09,2,0,37489,45878,2232.777834,7442.59278,3721.29639,,150,6840,,,927.082274,,,,,0.003651006,6.88E-07
5736,2.61,2.3,3.51,75000,90025,477.1475967,1518.196898,730.1804131,171720,108150,72510,1980,750,13658.86396,164.7065333,,,,0.038402056,3.54E-05
5737,0,0,0,0,0,0,0,0,,1590,1110,60,,,,,,,0.004053471,2.7E-07
5738,0,0,0,0,0,0,0,0,3390,990,11340,8610,,,,,,,0.011734876,2.4E-06
5739,5.56,1.8,14.29,50000,94117,2120.523958,4476.661688,2473.944617,,4650,17340,,,2525.700262,,,,,0.006094948,2.17E-06
5740,5,1.7,16.67,50000,94117,3457.885782,9912.605907,5532.61725,,6270,5070,,,1774.623304,,,,,0.005110215,1.11E-06
5741,14.29,1.5,38.46,26923,33416,2498.736996,4997.473992,2855.699424,,2700,10560,1260,,1827.994039,,,,,0.00504027,1.43E-06
5742,0,0,0,0,0,0,0,648.3939686,,,360,9120,2490,,629.7731827,,4,1,0.005011131,1.18E-06
5743,5.26,1.5,23.08,26923,37657,1666.202378,4998.607133,2947.896514,,1080,15900,3210,,1592.103749,727.8503438,37.5598645,12,14,0.005705508,2E-06
5744,6.67,1.8,37.5,32795,37289,2440.747536,4881.495072,3508.574583,,3360,13650,,,1485.162191,551.314685,,,,0.005255226,1.68E-06
5745,8.51,1.6,38.81,36490,61848,1933.7985,4121.209919,2821.443714,21060,50160,8400,,,6948.468242,,,,,0.01237515,8.07E-06
5746,0,0,0,0,0,0,0,0,116310,,,,,,,,,,0.037667906,1.15E-05
5747,0,2.2,0,200001,111242,86.83698884,130.2554833,65.12774163,79890,34890,4350,,,1792.84161,,,,,0.019912038,1.18E-05
5748,6.67,1.4,20,35000,47916,2789.868778,8369.606333,3487.335972,,,4320,2970,,1123.240236,,,,,0.00406184,7.34E-07
5749,0,0,0,0,0,0,0,558.9402061,3270,,,2640,12480,,8302.215399,,56,23,0.005773203,1.83E-06
5750,3.85,1.6,22.22,29226,47916,2813.8962,7878.909359,3376.67544,,,7020,6810,,2507.100948,,,4,17,0.004816771,1.36E-06
5751,7.69,1.4,20,31818,42959,3198.240472,5455.821982,3574.504057,,1830,9450,2490,,1831.776509,,260.9480665,,,0.004871074,1.36E-06
5752,5,1.4,18.18,29167,43260,2591.084882,8328.487121,7773.254646,,,7110,6480,360,1567.803976,549.6442263,77.82036101,70,38,0.004827597,1.38E-06
5753,5.56,1.3,25,35000,43517,3097.438816,7743.597041,4452.568298,,,11100,2250,,2621.606049,,,,,0.004767626,1.32E-06
5754,10,1.3,33.33,25000,55883,3984.121734,11509.68501,7525.563276,,,5340,570,,1004.642386,,,,,0.003173015,5.78E-07
5755,10,1,33.33,28747,55883,1394.414517,9760.901622,6623.468958,,,7440,,,596.3248926,546.297879,,,,0.003716762,7.34E-07
5756,12.5,1.2,33.33,18873,31621,3952.001182,5776.001728,3648.001092,,,4110,4350,,1326.283139,,,,,0.004168955,8.42E-07
5757,12.5,1.2,33.33,18873,31621,3909.604874,13505.90775,8530.046997,,,1770,5460,,1675.66955,,,,,0.003960585,7.2E-07
5758,12.5,1.3,33.33,21429,33991,1257.60456,3233.840297,3772.81368,,,2970,8220,3120,683.8967768,1820.104929,,8,10,0.004949951,1.42E-06
5759,0,0,0,0,0,0,0,0,193410,39180,,,,,,,,,0.039763282,2.3E-05
5760,0,0,0,0,0,0,0,0,,930,,,,,,,,,0.002387428,9.3E-08
5761,7.14,2.5,9.09,52758,64331,1507.409143,3362.681934,1855.272791,,2670,19740,,,2970.981529,,,,,0.006231822,2.21E-06
5762,0,2.6,0,119377,153320,130.4229892,472.783336,701.0235672,50970,49410,38430,19920,,1612.638684,899.9708286,,,,0.017428567,1.57E-05
5763,0,0,0,0,0,0,0,0,,1290,7560,2250,60,,,,,,0.007824126,1.11E-06
5764,0,2.3,0,112209,150191,1006.209666,3449.861712,1365.570261,,18180,17820,,,4274.024282,,,,,0.008827203,3.56E-06
5765,0,0,0,0,0,0,0,0,,,,1560,,,,,,,0.00201843,1.52E-07
5766,0,0,0,0,0,0,0,0,8760,7200,,810,,,,,,,0.011021464,1.86E-06
5767,0,1.7,33.33,75000,69732,1371.237569,1371.237569,822.7425416,,2730,6150,,,668.0533764,182.7898412,,,,0.004316733,9.33E-07
5768,1.79,1.8,3.23,72506,106834,2964.185611,3970.890158,1398.20076,,27600,16830,2100,,4617.53133,227.468304,87.02797745,,,0.013828133,4.58E-06
5769,2.04,1.8,4.35,75000,109351,3196.471761,7077.901756,2054.874703,,9150,12690,900,,4443.121241,186.0512565,,,,0.008220027,2.24E-06
5770,0,0,0,0,0,0,0,4953.922567,,2550,31350,30660,1650,,17879.26126,,1,2,0.010973639,6.51E-06
5771,0,0.9,25,35000,68798,3269.001718,4086.252147,31327.93313,,,,4020,5550,,2423.282697,,21,47,0.003900432,9.39E-07
5772,0,0.8,25,7500,68798,185.0991914,323.9235849,8422.013208,4020,6540,21600,22020,1740,418.9892066,1978.030451,4915.515687,,,0.010921158,5.53E-06
5773,0,0.8,40,7500,68798,774.2269363,1935.567341,11032.73384,,,5610,7770,,231.3856288,941.8623559,,5,11,0.004572107,1.32E-06
5774,0,0,0,0,0,0,836.4935732,499665.4944,810,,,5310,3150,,4383.157383,,1203,565,0.003907179,9.18E-07
5775,0,0,0,0,0,0,0,0,,,,600,690,,,,,,0.001841919,1.29E-07
5776,0,0,0,0,0,0,0,50110.84672,960,,,1140,1110,,587.7534623,,0,44,0.002852073,3.17E-07
5777,9.52,1.6,20,30829,64974,4209.256596,6182.345626,13811.62321,,,,13770,5790,1365.634344,4010.73406,,34,36,0.005616332,1.95E-06
5778,0,0,0,0,0,0,0,17786.54864,,,,4440,22530,,6178.84262,,10,71,0.007509492,2.66E-06
5779,8.33,0.9,32,31967,68794,7979.35432,11171.09605,15160.77321,,,30,4620,1800,133.2478186,1171.044776,,3,4,0.003773734,6.41E-07
5780,0,2,0,0,69450,91.33674868,91.33674868,1278.714482,,,900,11250,16200,196.8728636,5107.87763,,208,178,0.007547154,2.8E-06
5781,0,0,0,0,0,0,0,0,,,,2400,5100,,,,8,18,0.003537825,7.47E-07
5782,0,0,0,0,0,0,0,2781.247542,,90,4440,150,,,,,3,0,0.00437344,4.6E-07
5783,0,0,0,0,0,0,0,0,,,450,3000,,,,,8,13,0.004830448,3.6E-07
5784,0,0,0,0,0,0,0,0,,,9540,28920,208320,,20024.1948,,,,0.028241054,2.44E-05
5785,0,0,0,0,0,0,0,4751.544714,,,,120,13470,2064.747481,242.4758154,,0,0,0.004699122,1.35E-06
5786,0,0,0,0,0,0,0,3502.957063,,,,300,12330,,7272.706907,,4,30,0.004523168,1.24E-06
5787,0,0,0,0,0,0,0,0,,,,870,750,,,,,,0.002655413,1.67E-07
5788,3.7,2.3,11.76,65377,101734,1096.76072,1827.934533,1196.46624,,52230,25770,,,6337.913614,477.6978232,,,,0.012531687,7.7E-06
5789,0,2,33.33,41089,56921,3626.321273,2417.547515,3626.321273,,,2940,1350,,,302.8391845,,,,0.002543638,4.24E-07
5790,0,0,0,0,0,0,0,0,67650,,,,,,,,,,0.011317494,6.7E-06
5791,0,0,0,0,0,0,0,9353.000752,,180,10530,29370,11220,,10145.86116,,68,96,0.009015106,5.06E-06
5792,0,0,0,0,0,0,0,0,3360,3960,3030,60,,,,,2,2,0.005129802,1.02E-06
5793,0,1.7,7.14,43750,59385,2452.955595,5338.785707,2452.955595,,8910,9120,,,1641.204243,,,0,0,0.00555312,1.77E-06
5794,0,1.8,9.09,46601,61981,3761.827254,7288.540304,3291.598847,,690,10200,,,1294.153885,,,,,0.004476985,1.09E-06
5795,0,2,0,40584,66748,1677.80992,5452.882239,2097.2624,,1710,4470,,,799.1769021,,,,,0.004245861,6.1E-07
5796,0,1.9,0,45079,59332,3707.860137,3707.860137,1483.144055,,4200,6270,,,1395.797332,,140.9544785,,,0.00449913,1.03E-06
5797,0,1.9,0,45079,59332,3115.584013,6231.168027,2336.68801,,,5970,750,,1386.261508,,,,,0.003634238,6.57E-07
5798,0,1.8,0,37489,66748,3286.131128,5476.885213,2190.754085,,,4860,,,1102.698179,,,0,0,0.002779796,4.67E-07
5799,0,1.8,0,40901,66748,2019.75397,3121.437954,2203.367968,,900,11160,2130,,921.9218183,230.0552302,,,,0.005720714,1.39E-06
5800,0,2.5,0,50000,66748,1190.678348,1786.017522,893.0087608,,930,6180,1440,,378.1045646,606.1874562,,,,0.004356941,8.59E-07
5801,0,2,9.09,42786,62301,2329.520683,4917.876998,2070.685052,,9390,10680,,,2882.608833,,,,,0.006153948,1.98E-06
5802,16.22,1.6,38.1,23709,32440,2882.118627,8886.532433,5283.884149,,4410,17220,,,2867.739406,,,,,0.006822554,2.13E-06
5803,0,1.3,33.33,18542,31027,91.02831882,136.5424782,68.27123911,,4740,27480,54300,27330,225.7342875,9681.058923,129.6450546,,,0.013957258,1.12E-05
5804,0,0,0,0,0,0,0,0,,,2760,8010,4350,,1221.382913,,,,0.004896423,1.49E-06
5805,0,0,0,0,0,0,0,25721.43893,,,2700,6930,1410,,2003.255063,,,,0.004200577,1.09E-06
5806,0,1,0,0,42567,67.63117862,135.2623572,4801.813682,1110,,4770,14790,17580,87.04265519,2610.606402,2085.145651,,,0.007833564,3.78E-06
5807,0,0,0,0,0,0,0,1673.812839,,30,3180,11190,1080,,1982.389606,,,,0.004964658,1.53E-06
5808,0,0,0,0,0,0,0,2392.546721,,90,7650,6990,3630,,1981.65346,,7,4,0.007061188,1.82E-06
5809,18.75,1.1,43.75,26674,36152,2462.473928,7715.751641,5581.60757,,1080,10380,4320,,2257.4728,,,9,9,0.00503157,1.56E-06
5810,22.22,1.1,44.44,26674,36152,2311.006732,4291.869646,3136.36628,,2400,13260,30,,1926.069687,,,4,2,0.005015288,1.55E-06
5811,18.18,1.1,41.18,26744,36151,2245.710487,4117.135893,2994.280649,,900,17970,1920,,2366.895749,264.9897974,,1,3,0.0058673,2.05E-06
5812,16.67,1.2,45.45,26079,36152,2373.636024,5696.726458,4114.302442,,,15090,1260,,2809.154619,,,,,0.005148525,1.62E-06
5813,0,0,0,0,0,0,0,0,,,1650,10710,10680,,965.3832931,,,,0.007236216,2.27E-06
5814,6.25,1.5,9.09,32607,46624,531.0094379,1266.253275,10293.41372,,1080,17340,19290,25770,4578.169474,5844.85753,,123,107,0.012688572,6.26E-06
5815,6.45,1.5,12.5,35000,49276,1695.628256,4965.768463,3996.838031,,7320,40980,6060,9810,7930.495613,2299.188324,,42,72,0.015071989,6.34E-06
5816,7.41,1.5,13.64,33775,49078,2370.369333,5869.485967,3047.617714,,6780,16110,,,2995.03953,,,,,0.006704725,2.27E-06
5817,0,0,0,0,0,0,0,0,,22710,33390,5790,,,,,,,0.021203701,6.11E-06
5818,11.11,1.6,14.29,31621,51805,13367.17245,37873.65528,20050.75868,,,1140,60,,256.0294972,,,,,0.00168923,1.15E-07
5819,5,1.7,16.67,41302,52851,40.30426342,195.7635652,2637.050378,132450,70410,94950,68340,83790,840.748878,25653.0695,,448,458,0.054978869,4.44E-05
5820,0,1.2,32,31872,44011,2323.430669,4895.800339,2738.329003,,1710,29520,,,6001.689814,,,,,0.009275831,3.08E-06
5821,0,1.8,9.09,45276,64044,5745.810622,11933.60668,5303.825189,,,4080,1500,,,,,,,0.007730213,5.79E-07
5822,3.85,1.8,11.76,51806,50617,1493.554337,3537.365535,1572.16246,,22980,9990,,,3599.532287,,,,,0.008230935,3.25E-06
5823,2.27,1.6,20,47651,63468,1463.268275,3053.77727,1272.407196,15450,81690,24780,,,9005.393625,,,,,0.015482229,1.21E-05
5824,5.08,1.5,16.13,37312,49875,1569.35988,3933.087106,2247.478346,,33180,60930,15000,24540,8668.074269,6446.742814,,67,86,0.014823516,1.32E-05
5825,0,2,0,0,64169,71.0416759,142.0833518,71.0416759,24990,11610,,,,580.9334455,,,,,0.010999304,3.6E-06
5826,0,0,0,0,0,0,0,0,,,390,390,,,,,,,0.006613124,7.94E-07
5827,4.35,1.5,11.11,46601,65532,305.4891096,785.5434247,305.4891096,45450,53610,14340,5490,30,1716.060704,1576.065695,624.3870563,,,0.019053155,1.17E-05
5828,0,2.5,0,132725,189523,74.98551645,174.9662051,412.4203405,114270,81480,2880,7020,1650,2372.529524,1028.113528,,,,0.031571863,2.05E-05
5829,3.12,2.4,4.55,127913,180915,1038.043536,2888.468971,1534.499141,24990,32580,,,,6122.820021,,,,,0.013526163,5.67E-06
5830,0,0,0,0,0,0,0,0,,30,150,,,,,,,,0.004391944,2.09E-07
5831,7.41,2.3,6.67,56972,64332,1626.962228,4971.273476,2801.990505,,18720,9900,,,3056.476618,,,,,0.007357246,2.83E-06
5832,0,0,0,0,0,0,0,0,,,4500,1020,120,,,,,,0.005159312,5.47E-07
5833,0,1.9,33.33,60550,83601,1599.136813,3837.928351,1599.136813,,2010,14250,,,1845.006538,161.4617829,,,,0.005103732,1.6E-06
5834,0,0,0,0,0,0,0,2314.736007,,2730,21210,38760,8820,,5702.39734,,1,1,0.011528745,7.07E-06
5835,3.7,1.6,10,39362,47331,1768.921825,4076.211163,2153.470048,,15930,17700,,,2855.201296,,,,,0.007930349,3.33E-06
5836,0,0,0,0,0,0,0,1976.846965,,23130,22440,29970,22560,,14225.01251,2177.764571,,,0.015326018,9.71E-06
5837,9.09,1.9,14.29,38176,45879,885.5314119,1430.473819,749.29581,17820,19350,900,,,1326.343297,,240.9052766,12,12,0.009294286,3.76E-06
5838,3.64,1.6,30.43,36596,47331,1096.07691,1952.386996,1198.834121,41640,70980,38490,,,8261.026454,1144.423463,,0,0,0.025415791,1.49E-05
5839,7.69,1.5,25,37784,47331,930.8586105,1795.22732,997.3485113,8580,26340,4080,,,1633.856181,,,2,0,0.009252563,3.85E-06
5840,0,0,0,0,0,0,0,0,,180,3240,4230,,,,,,,0.009886188,7.5E-07
5841,0,2.5,0,62500,108296,251.3376908,351.8727672,3770.065362,,14010,15060,16650,6030,621.3176287,4778.508444,,,,0.009815636,5.09E-06
5842,0,0,0,0,0,0,0,3399.27114,,12540,35640,19200,12750,,10056.61004,,1,3,0.012658414,7.91E-06
5843,0,0,0,0,0,0,0,0,8490,7740,4680,660,,,,,,,0.010168011,2.12E-06
5844,0,1.6,31.25,37916,44488,900.6190302,1817.612952,1080.742836,21840,117360,18630,270,,8923.66276,,,,,0.017763849,1.56E-05
5845,0,1.5,30.77,31942,43926,1436.102434,3379.06455,1942.962116,,10680,19980,,,3702.127005,,,,,0.007142132,3.03E-06
5846,0,0,0,0,0,0,0,0,,750,11640,2160,,,,,,,0.006054128,1.43E-06
5847,4.11,1.6,10.26,35521,44686,2633.525688,5649.337363,2718.478129,,12180,48870,30,,9534.85026,,,,,0.009974966,6.03E-06
5848,6.67,1.8,12.5,60354,107245,1212.644798,4092.676192,3183.192594,,4110,4320,8670,,2739.715743,,110.1522678,,,0.006841042,1.69E-06
5849,0,1.5,8,52814,72738,1521.805116,4130.613885,1956.606577,,29700,9960,3930,4080,4946.271376,891.3088491,,,,0.010139947,4.71E-06
5850,4.17,0,5.88,68865,96620,1326.252756,3978.758267,2262.431171,,21780,11520,,,3713.402525,291.9829878,,,,0.008898048,3.28E-06
5851,0,2,0,0,58568,149.0312829,745.1564143,12816.69033,,900,2460,9210,4740,,1444.531308,,,,0.00516755,1.72E-06
5852,0,0,0,0,0,0,0,0,,,540,540,,,,,,,0.003333592,1.09E-07
5853,0,0,0,0,0,0,0,0,130260,15510,3810,1500,,,,,,,0.023434634,1.49E-05
5854,0,0,0,0,0,0,0,0,22620,10530,210,,,,,,,,0.008280205,3.31E-06
5855,0,0,0,0,0,0,0,0,16020,3630,14220,8670,1080,,,98.57480381,,,0.009497412,4.26E-06
5856,0,0,0,0,0,0,0,0,,2100,960,,,,,,,,0.0058387,3E-07
5857,0,0,0,150000,183703,2757.71593,7270.341998,3509.820275,,2190,8160,,,2950.14414,,,,,0.005675819,1.02E-06
5858,8.66,2.3,6.58,54388,62870,911.4829784,2624.269674,2233.634112,65550,86760,63810,31530,10710,13986.30764,4155.283094,,,,0.034231827,2.56E-05
5859,0,0,0,0,0,0,0,9382.062736,,,330,1050,210,,,,,,0.008481332,2.73E-07
5860,0,0,0,0,0,0,0,0,,,1500,,,,,,,,0.002180215,1.47E-07
5861,0,0,0,0,0,0,0,0,,,2790,7200,210,,,,,,0.007808397,1.01E-06
5862,0,0,0,0,0,0,0,0,30,750,660,,,,,,,,0.003497276,1.4E-07
5863,0,0,0,0,0,0,0,0,,390,,,,,,,,,0.000734206,4.06E-08
5864,0,0,0,0,0,0,0,0,,270,420,,,,,,,,0.002721768,6.54E-08
5865,8.33,1,30,35000,35990,3099.064757,6508.035989,3099.064757,,,2010,6450,,1307.138685,,,,,0.003921505,8.26E-07
5866,14.29,1,20,25000,40486,2312.210116,2312.210116,1926.841764,,,4740,6960,1710,1306.094525,1112.240005,,34,10,0.004832491,1.33E-06
5867,10.53,1,26.67,29167,37373,3525.64388,8310.446288,4029.307291,,,9390,810,,1866.104622,,,,,0.004561872,1.02E-06
5868,0,0,0,0,0,0,0,0,,90,8160,1500,,,,,,,0.009827638,9.68E-07
5869,21.43,1,44.44,18750,28380,34.37008876,90.61205218,74.98928456,255180,351930,174960,36180,10140,474.0480799,11112.37061,,,,0.067859955,8.19E-05
5870,18.18,1.2,33.33,19770,31261,1893.000837,4867.716438,3650.787328,,5460,12870,840,30,1600.936225,,,47,48,0.005973406,1.89E-06
5871,0,2.2,15.38,50000,88344,949.0317221,2009.714235,893.2063267,30,22590,22470,1350,,4667.523485,,,,,0.013416298,4.59E-06
5872,0,0,0,0,0,0,0,0,189090,2520,3000,240,2370,,,,,,0.028613154,1.95E-05
5873,0,2,0,0,45436,24.1926288,48.38525761,193.5410304,51720,51840,3570,,,,,133.3520753,,,0.021025027,1.06E-05
5874,0,0,0,0,0,0,0,0,,,2220,1620,,,,,,,0.004488245,3.8E-07
5875,11.11,1.1,28.57,25000,34179,2443.253958,5700.925903,3800.617268,,,8190,1380,,764.113971,,,,,0.004060211,9.43E-07
5876,0,0,0,0,0,0,0,5492.376768,14190,25980,28830,50280,37830,,28932.2488,94.49445734,,,0.019276505,1.55E-05
5877,0,0,0,0,0,0,0,0,,,2010,,90,,188.6490969,,,,0.002013796,2.05E-07
5878,0,0,0,0,0,0,10.8832877,195.8991786,19080,66480,57720,60630,34080,,37405.02505,,,,0.035044925,2.35E-05
5879,0,0,0,0,0,0,0,0,,,1200,1050,,,,,,,0.002691704,2.16E-07
5880,0,0,0,0,0,9056.117956,0,0,,,720,1860,,789.8535303,,,,,0.002041922,2.54E-07
5881,0,0,0,0,0,0,0,74870.53186,,,,2700,9990,,5709.304235,,2406,2234,0.004559445,1.26E-06
5882,12.5,2.8,0,60000,57023,44.27526477,88.55052954,44.27526477,336180,7950,3630,,,3350.928001,601.0070832,134.4423249,,,0.026141511,3.47E-05
5883,0,2.3,0,60354,111240,1074.594003,2283.512257,940.2697528,,14340,5010,,,2027.23388,,,,,0.005917907,1.9E-06
5884,0,0,0,0,0,0,0,0,,,1020,,,,,,,,0.003869439,1.03E-07
5885,0,2.3,0,66667,111244,3364.329418,9345.359495,4111.958178,,,6930,,,827.792278,164.9019003,,,,0.003004517,6.85E-07
5886,3.7,2.1,13.04,56105,77751,912.9610343,1886.786138,1095.553241,17310,48420,19470,,,5621.148001,,,,,0.019010652,8.41E-06
5887,4.55,1.6,11.76,32855,60606,1071.316607,2045.240795,2483.506679,,16800,26070,8610,1650,4116.58928,1933.970975,225.6012098,,,0.010641325,5.25E-06
5888,3.12,1.7,11.54,36391,59745,5795.15244,8490.57218,4447.44257,,840,10800,7530,90,302.0416641,,,,,0.00604783,1.9E-06
5889,0,1.6,12.5,35000,57039,762.7802593,1525.560519,4237.668107,,8460,11280,9870,1020,1526.918012,554.8939132,,,,0.008114916,3.02E-06
5890,0,0,0,0,0,0,0,4880.734784,,210,3660,8010,8220,2714.596035,925.2033034,,,,0.00576768,1.99E-06
5891,2.6,2.1,13.33,59178,78074,202.1482955,442.6791788,278.913471,693240,175410,123060,16530,3780,18462.67527,899.9783806,3085.531561,,,0.081240004,0.0001
5892,7.14,1.2,33.33,18873,31621,2005.543888,5834.309492,3464.121261,,,2760,7650,3720,1265.849892,1061.62697,,0,3,0.004840652,1.4E-06
5893,0,0,0,0,0,0,0,0,,6090,67140,13140,,,,,,,0.060974044,8.58E-06
5894,0,0,0,0,0,0,0,0,5010,2280,5250,450,,,,,,,0.008016054,1.29E-06
5895,0,1.6,5,35000,50906,1851.686664,3765.096216,1913.409552,,25230,16500,,,3880.775255,,,,,0.011182143,4.15E-06
5896,4.17,1.6,10.53,47363,65533,5274.755231,10570.77964,5444.908626,28950,46530,15510,23550,7410,15296.18655,,,,,0.015274044,1.2E-05
5897,0,0,0,42500,65534,719.7445165,1679.403872,719.7445165,180,30,10410,120,,,,,,,0.008623948,1.07E-06
5898,4.35,2.3,10.81,67434,102282,898.3486385,2282.291136,1262.544033,,78690,21450,6360,,8407.144745,,,,,0.019451205,1.05E-05
5899,2.17,2.1,11.54,52905,90932,994.667277,2486.668193,3232.66865,,26760,32040,20190,4380,4456.704201,2428.270135,,0,0,0.012029614,8.24E-06
5900,1.82,2.1,12.5,53617,90737,1272.736017,4072.755254,1824.254957,,41280,19890,,,6671.892528,,,,,0.012403116,6.03E-06
5901,0,1.6,5.56,60550,80646,5912.377783,6426.49759,1799.419325,,,,3300,6720,1364.993848,712.6544229,894.8084345,,,0.004032169,9.95E-07
5902,0,0,100,7500,14215,117.0135622,585.067811,6201.718797,,,9030,11820,1170,,2794.587359,,0,2,0.006316155,2.19E-06
5903,0,0,0,0,0,0,0,417800.422,540,,,3150,8880,,3280.765128,,512,804,0.006114563,1.24E-06
5904,0,0,0,0,0,0,0,0,420,,,,8250,,4641.955353,,62,29,0.003954451,8.55E-07
5905,0,0,0,0,0,0,0,0,,,,1380,1800,,,,,,0.004527683,3.17E-07
5906,0,0.4,57.14,9000,14214,2091.01754,3252.693951,2091.01754,,,6180,4890,,726.4617428,,,,,0.004226955,1.1E-06
5907,0,0,0,0,0,0,0,0,,,2820,1860,1410,,,,,,0.005865101,5.93E-07
5908,0,0,0,0,0,0,0,2611.625602,,,,13920,41760,,3781.167569,947.3761912,7,6,0.009632816,5.48E-06
5909,0,0,0,0,0,0,0,1080.459694,,,,,7140,,1195.201101,632.747138,13,16,0.003398332,7.1E-07
5910,0,0,0,7500,58946,997.1181317,1246.397665,2492.795329,,,,630,9810,,1384.829145,,32,6,0.00414739,1.03E-06
5911,0,2,0,0,80667,248.5438353,1988.350682,12675.7356,,,,4650,5670,,2318.368852,,2,5,0.004070931,1.03E-06
5912,0,1.7,11.11,54830,80645,2371.502223,2802.684445,2371.502223,,,7770,9750,6510,2253.981779,2975.970352,110.9471587,20,26,0.006360911,2.37E-06
5913,1.75,0,0,58004,80643,8178.556549,14870.10282,9851.443116,,,,5640,8280,1038.765768,4056.758536,,23,72,0.004826541,1.38E-06
5914,0,0,0,0,0,0,0,0,,,,210,840,,,,4,5,0.002201944,1.03E-07
5915,11.11,1.3,28.57,29389,58942,1848.916743,2641.309632,12678.28624,,,,7410,12210,,5535.182509,,23,88,0.006043971,1.94E-06
5916,0,0,0,0,0,0,0,0,,,,300,870,,,,2,3,0.002340592,1.21E-07
5917,0,0,0,0,58931,455.2477111,910.4954222,13202.18362,,,150,3720,1830,,1617.706403,,2,18,0.003120804,5.62E-07
5918,6.44,1.3,37.5,25000,58944,17799.26049,184465.0633,109800.6329,,,900,5040,5280,3961.501137,611.3997098,,245,144,0.004422188,1.11E-06
5919,0,0,0,0,0,0,0,0,,42630,40200,2010,3780,,,,,,0.034134241,8.76E-06
5920,0,1.9,7.14,46667,52313,2032.66347,3851.362363,2246.628045,,6510,15480,2220,,2759.467294,406.5594035,,,,0.006716679,2.39E-06
5921,1.75,1.7,17.86,47075,58730,1317.259288,2653.60929,1718.164289,,72720,46710,15120,1050,10179.04991,4262.377458,,,,0.021026964,1.34E-05
5922,0,1.8,18.18,60000,71120,943.7402776,2059.069697,2230.658838,,11040,15150,4020,,2136.79061,1102.458727,,,,0.007019261,2.99E-06
5923,0,0,0,0,0,0,0,0,,540,7710,3330,,,3494.261906,,,,0.004032334,1.15E-06
5924,5,0,25,81185,92627,1496.114058,3615.608973,1246.761715,,10950,9780,,,2459.726142,,,,,0.006542687,2.05E-06
5925,0,2,0,41302,55801,1203.949745,2751.885132,1375.942566,,11820,3180,,,1172.383908,,,,,0.004954248,1.49E-06
5926,0,1.8,3.57,45161,53999,3715.623393,5742.327061,2814.866207,,5580,16050,1380,,3112.295942,,,,,0.007929291,2.27E-06
5927,2.78,1.9,10.34,55696,59543,1024.91347,2120.510628,918.8879388,14970,42240,15090,930,,3993.607293,106.8005874,,,,0.020548818,7.25E-06
5928,0,0,0,0,0,0,0,0,,840,120,,,,,,,,0.001602141,8.81E-08
5929,0,1.9,13.33,60000,73016,1348.796719,3956.470374,3237.112124,,19260,9510,,,3164.147251,204.745938,,,,0.007385122,2.85E-06
