OBJECTID,2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,Shape_Length,Shape_Area
1146,7.14,1.5,28.57,30119,61010,4124.811636,6187.217454,3208.186828,,,10110,1110,,1483.565075,,97.10697329,,,0.004934355,1.12E-06
1147,0,0,0,0,0,0,0,0,,3390,7650,3660,,,,560.3668073,,,0.005157277,1.46E-06
1148,6.45,1.3,36.36,22573,31669,2593.852871,6762.544985,6021.444165,,9900,13800,4320,,2869.38648,463.9763938,,11,12,0.007451555,2.76E-06
1149,11.11,1.7,33.33,26436,56316,1222.761057,3668.28317,2037.935094,,3030,9570,,,1100.037376,,,,,0.004676857,1.26E-06
1150,1.83,1.9,5.56,45612,62489,984.6342456,1790.244083,795.6640369,106200,126900,27300,60,,10544.10079,,,,,0.031130453,2.57E-05
1151,0,1.3,16.67,41302,68370,5469.194298,4557.661915,2278.830957,,180,4110,1470,,1138.168561,,,21,17,0.003051689,5.62E-07
1152,1.92,2,12.5,90961,104089,2092.996383,7089.181296,3848.412704,,,32310,6060,,8637.504752,,,,,0.009860807,3.79E-06
1153,0.82,1.5,7.17,53386,72091,3284.490844,6225.825928,1887.356679,100530,48390,39600,20640,1980,17017.25113,,,,,0.028769957,2.09E-05
1154,0,3,0,62500,128280,11.59617377,34.7885213,5473.394017,278130,53460,69990,42120,2880,568.5204444,5980.333623,,,,0.03815724,4.41E-05
1155,0,0,0,0,0,0,0,0,,,90,240,,,,,,,0.000790568,3.36E-08
1156,0,0,0,0,0,0,0,22095.14662,,,,1050,11790,,2414.555735,,,,0.004654196,1.27E-06
1157,0,0,0,0,0,0,0,0,,,,960,120,,,,,,0.002802258,1.11E-07
1158,0,1.7,14.29,41302,56966,1590.408689,2272.012412,1363.207447,,,10950,420,,1027.881104,,37.76223633,,,0.004280723,1.13E-06
1159,0,1.8,0,50000,55798,636.3466055,1527.231853,763.6159266,,,10980,6900,2430,837.1475589,2380.004551,,,,0.005777661,2.01E-06
1160,9.52,2,13.33,60000,85187,363.4938238,746.1189014,784.3814092,2970,39510,64500,15960,11250,3640.908138,2300.767203,127.5401492,,,0.017527333,1.34E-05
1161,6.9,1.7,18.75,45419,94117,2911.483562,7848.346994,4557.104706,,840,19590,,,2564.415414,,,,,0.005805942,2.02E-06
1162,5.1,1.7,16.67,48907,92790,792.7656432,1904.459993,1066.133106,54930,173760,54570,1320,,9474.494116,572.8699626,,,,0.041391087,2.81E-05
1163,5.13,1.7,17.65,50000,91819,817.739594,1457.709711,817.739594,65220,74460,3900,1920,,4692.739501,,,,,0.0272825,1.44E-05
1164,5.88,1.5,27.27,29167,37657,2758.787339,8276.362016,4368.079953,,2460,6540,2250,,1286.639889,270.0486369,,4,20,0.004257359,1.11E-06
1165,7.69,1.5,33.33,29226,37657,1875.607836,8440.235262,4689.01959,,840,6840,570,,773.3233186,,,,,0.0037557,8.18E-07
1166,0,0,0,0,0,0,0,8206.802897,,,270,3540,13890,,389.0219813,3256.847542,17,12,0.005430631,1.74E-06
1167,0,2,50,0,60706,1292.077856,2584.155712,1615.09732,,1770,6300,,,371.1829179,,,,,0.004760056,7.92E-07
1168,0,0,0,0,0,0,0,0,18330,,,,,,,,,,0.006672377,1.81E-06
1169,1.45,2.3,2.08,62897,115976,619.1033588,1400.495948,649.1569199,78000,236820,114090,1950,,26355.90755,1240.460966,,,,0.032387331,4.26E-05
1170,0,0,0,0,0,0,0,0,187140,2070,3150,,,,,,,,0.031440129,1.9E-05
1171,0,1.5,25,35000,46586,2244.909638,4489.819277,1870.758032,,,2490,4380,,955.5267904,,,1,1,0.003869995,6.84E-07
1172,5.26,1.3,25,35000,43517,3610.950132,7982.100292,4561.200167,,,10530,2970,,2348.472557,,81.37351329,,,0.004780564,1.35E-06
1173,9.09,1.3,16.67,41302,46863,1127.739672,4886.871913,3383.219017,,,6750,7080,,1045.311077,1449.778022,,,,0.004807189,1.36E-06
1174,0,1.7,33.33,21209,44993,2824.150511,3851.114334,3337.632423,,,2790,5580,1770,885.2299859,631.2421023,,30,27,0.004112534,9.96E-07
1175,11.11,1.2,25,25000,55883,2574.500319,10727.08466,7294.41757,,,4380,1620,,783.8325944,,,,,0.003366025,5.96E-07
1176,7.69,1.2,40,19014,55883,2705.044447,11496.4389,7438.872228,,,4260,3420,,1111.511042,,207.7091233,,,0.003753354,7.57E-07
1177,5.26,1.3,33.33,25000,58033,2562.546089,8348.940485,7274.324383,,780,22020,8550,,3976.709679,1959.700197,117.5164241,,,0.007721593,3.09E-06
1178,0,0,0,0,0,0,0,0,,60,2760,6960,390,,,,,,0.005236247,1.01E-06
1179,0,0,0,0,0,0,0,0,120,,2370,7110,1530,,,,,,0.007713952,1.1E-06
1180,0,0,0,0,0,0,0,0,,90,9930,14040,,,,,,,0.017188651,2.35E-06
1181,0,1.9,0,66136,84770,1722.145181,2706.228142,1353.114071,,3270,15780,1890,,2537.022265,293.1122727,,7,3,0.005751233,2.08E-06
1182,0,0,0,0,0,0,0,0,,,,210,660,,,,,,0.001758441,8.62E-08
1183,0,0,0,0,0,0,0,0,,,,30,,,,,,,0.00108733,6.72E-08
1184,0,0,0,0,0,0,0,0,,8280,8730,11730,1590,,,,,,0.013704296,2.99E-06
1185,0,0,0,0,0,0,0,0,16320,,180,,,,,,,,0.005669068,1.62E-06
1186,0,0,0,0,0,0,0,2968.090041,,150,6510,4410,1200,,1121.756671,,,,0.006210822,1.21E-06
1187,0,0,0,0,0,0,0,0,90,1860,,,,,,,,,0.00502216,1.99E-07
1188,0,0.7,33.33,7500,68798,397.9011789,530.5349052,24006.70446,,,7410,7800,4170,,3176.42315,,111,33,0.005531935,1.93E-06
1189,6.25,1.6,18.18,31204,66435,502.2274992,549.3113273,455.1436712,50700,26250,52410,25530,10170,3138.503394,5065.553962,2926.047569,,,0.027929557,1.63E-05
1190,0,0,0,0,0,0,0,2213.562968,450,,13650,23430,6960,,12467.48163,,11,23,0.009452879,4.39E-06
1191,5.88,2.4,12.5,64600,101529,1060.126962,2252.769795,1192.642832,,27930,11010,,,3549.759997,,,,,0.008426598,3.86E-06
1192,2.15,2.1,13,51155,90862,546.1970787,1363.375654,838.3490045,120150,445350,44400,1800,,32915.14558,663.3156671,,,,0.06162196,6.05E-05
1193,0,0,0,0,0,0,0,2969.965831,450,6420,28530,26670,6870,,7372.26137,,,,0.022191472,6.81E-06
1194,4.08,2.3,10.87,65579,103376,559.2854861,1165.178096,687.4550766,16680,170940,32940,1650,,12012.2409,,,,,0.020025342,2.2E-05
1195,0,2.7,0,87500,108303,274.604919,915.3497298,457.6748649,,3030,14130,8310,2760,1120.499951,3439.288672,,,,0.007229003,2.8E-06
1196,3.57,2.1,14.29,52941,88653,1153.806588,3140.917933,1474.308418,,20070,20340,,,4030.742055,,,,,0.008617957,3.99E-06
1197,4.35,1.4,4.76,35000,48758,2941.73315,6163.631362,5323.136176,,1650,16710,90,,2138.082456,210.0888367,,,,0.005462717,1.83E-06
1198,0,0,0,0,80667,88.28069659,176.5613932,3089.824381,900,,840,8760,18780,,5545.289504,,0,2,0.007177796,2.9E-06
1199,0,0,0,0,0,0,0,0,,,,,1530,,,,0,0,0.002396719,1.54E-07
1200,1.59,2,6,55047,68711,1081.966486,2894.26035,3976.226837,,35760,42750,15420,1980,8546.278816,2114.853026,,0,1,0.020441369,9.46E-06
1201,2.56,2.1,5.41,56843,67525,1400.911653,3236.588991,1449.218951,,30210,23340,,,7089.129479,,,,,0.012675527,5.3E-06
1202,0,1.6,30.43,52156,54084,258.8730619,707.8560286,501.5665574,417120,172470,39990,9630,1260,11669.63556,1991.824956,307.7369589,,,0.034294183,6.33E-05
1203,7.69,1.2,33.33,21632,36553,2048.062611,3959.587715,2457.675134,,3630,13500,1800,,1800.812147,324.3349773,465.9958132,,,0.005841617,1.87E-06
1204,0,1.6,14.29,35000,46527,1599.04675,2718.379476,1119.332725,,3900,12330,,,2800.094349,,,,,0.005281372,1.6E-06
1205,0,1,0,0,51698,476.0906007,2380.453003,1428.271802,,1620,9270,,,326.3243344,802.0933257,,,,0.003717181,1.08E-06
1206,6.38,1.5,2.27,38529,49201,1720.356991,4683.194031,2867.261651,,23460,30720,,,5396.804031,,,,,0.012658716,5.36E-06
1207,0,0,0,0,0,0,0,0,58260,34740,16560,900,,,,,,,0.014092825,1.09E-05
1208,0,0,0,0,0,0,0,0,6360,11640,,,,,,,,,0.011790604,1.8E-06
1209,0,0,0,0,0,0,0,0,,750,1440,150,,,,,,,0.002138472,2.34E-07
1210,0,0,0,0,0,0,0,0,1260,,,,,,,,,,0.001499037,1.23E-07
1211,20,1.2,20,29084,42572,1989.898359,4974.745897,2984.847538,,270,3300,1620,,928.1057747,,,,,0.003195821,5.14E-07
1212,20,1,25,28747,42574,748.390617,2494.63539,2245.171851,,,5820,4470,,644.4663916,1510.762473,,4,8,0.004104901,1.03E-06
1213,18.18,1,46.15,15506,20174,2723.26842,6989.722277,4629.556314,,,26760,1800,,4225.10421,,,13,12,0.00712793,2.82E-06
1214,12.5,1.1,44.44,26674,36152,2678.650755,6845.440819,4762.045787,,330,7680,660,,1266.834186,,,,,0.004124669,8.59E-07
1215,0,0,0,0,0,0,0,1004.406184,,,630,3390,3720,,556.3786766,,4,6,0.003744745,7.64E-07
1216,4,1.5,23.08,26923,37657,2273.367151,7881.006122,4546.734301,,480,11640,4530,450,2280.92859,,,,,0.005339107,1.69E-06
1217,0,0,0,0,0,0,0,9241.052812,,,2700,6420,1410,,2030.358181,,,,0.004312314,1.05E-06
1218,5.88,1.2,20,29084,46865,678.1354651,3584.430316,6103.219186,,6540,8970,9450,1860,835.0735548,4811.558319,,,,0.011661547,2.64E-06
1219,0,0,0,0,0,0,0,0,,70620,17790,6330,,,,1491.471269,,,0.022493689,9.37E-06
1220,0,1.6,20,29305,48914,4115.395318,5237.775859,1870.634235,,,3810,3090,,1828.401207,,,,,0.003882227,6.84E-07
1221,0,1.7,33.33,21209,44993,3833.162745,5749.744117,3066.530196,,,4110,2670,,1213.412431,,,,,0.003864674,6.67E-07
1222,0,1.5,0,62500,46866,1495.461524,1495.461524,1869.326906,,,5310,1590,,926.2749417,389.965502,,19,21,0.003883636,6.84E-07
1223,0,1.2,25,25000,46866,1916.815454,2875.223181,1437.61159,,,4830,510,,1197.92603,,,,,0.003055103,5.34E-07
1224,16.67,1.2,33.33,25000,34783,4814.155399,4470.287156,2750.945942,,240,2580,4620,,1695.663322,,,1,1,0.004125882,7.44E-07
1225,13.33,1.3,40,21552,31305,3739.532833,11898.51356,7479.065666,,,4320,3330,,1190.83888,,,,,0.004173769,7.53E-07
1226,0,1.5,12.5,37672,48220,2063.388842,3438.981404,1834.123415,,1350,9690,270,,1694.409511,,,9,3,0.005397927,1.12E-06
1227,0,1.5,13.33,50000,63915,3157.109677,7198.210062,3535.962838,,12900,7770,,,2554.612126,,,,,0.008880623,2.03E-06
1228,2.33,1.5,12.82,46289,63917,1339.3668,2410.860239,2202.514293,,72750,14190,,,5189.515526,311.9304048,115.9505846,,,0.015389348,8.59E-06
1229,2.68,0,8.75,67626,96322,1054.533125,3099.298574,1710.401288,35460,70650,91830,900,,18446.22147,,8.477844989,,,0.038544572,1.99E-05
1230,2.56,0,6.9,66082,95578,471.5233168,1223.013603,3020.696249,69750,29070,47280,16350,13470,7465.746428,6885.08364,,,,0.024545009,1.74E-05
1231,0,0,0,0,0,0,0,0,2700,5220,5520,990,,,313.5629108,,,,0.009074929,1.44E-06
1232,0,0,0,0,0,0,0,0,30,2520,1050,240,,,,,,,0.013531104,3.74E-07
1233,0,0,0,0,0,0,0,0,2010,7620,420,,,,,,,,0.010253759,9.89E-07
1234,0,1.5,33.33,50000,69728,289.6568022,506.8994039,362.0710028,13200,42900,12840,2670,,1326.596336,604.7214419,,,,0.013442136,7.07E-06
1235,0,0,0,0,0,0,0,70.74004435,341850,42570,71400,19440,750,25.20902574,2550.319121,,,,0.053668666,4.7E-05
1236,0,2.4,0,120000,209025,891.6115613,1882.291074,1089.747464,1050,18750,6120,,,2550.058743,308.7564026,,,,0.00744458,2.58E-06
1237,0,2,6.25,141176,225935,783.9563855,1936.833423,1060.646874,900,50250,3930,1080,,4227.612265,,,,,0.014097665,5.54E-06
1238,0,2,0,200001,256072,611.0488586,2647.878387,1425.78067,6270,3810,660,,,894.6114582,,,,,0.00591092,1.26E-06
1239,8.43,2,15.38,58537,85187,1219.11436,3681.247282,1888.432047,22410,54420,25500,6060,,10444.03874,,,,,0.023554914,1.07E-05
1240,0,0,0,0,85187,144.8566574,289.7133149,144.8566574,5490,9090,3300,,,397.6544822,,,,,0.006092822,1.77E-06
1241,6.25,1.3,30.43,27253,51074,1408.488089,2770.026576,1502.387295,,22350,20070,9060,3600,3618.995818,3804.850555,,,,0.011399754,5.45E-06
1242,0,0,0,0,0,0,0,0,11820,270,,,,,,,,,0.007335517,1.2E-06
1243,0,2,0,0,130521,64.48035198,128.960704,64.48035198,28230,11970,,,,110.3780776,,,,,0.00983202,3.97E-06
1244,0,0,0,0,0,0,0,0,,30,3600,3390,,,,,,,0.008719661,6.89E-07
1245,7.69,2.1,11.76,54301,69130,2579.117163,5701.206361,2782.731676,,8400,28950,1080,,5393.605031,121.1347244,,,,0.010507154,3.77E-06
1246,14.29,1,37.5,18750,28382,2572.33204,4001.405396,2572.33204,,,9090,,,1067.377346,,,,,0.004129589,8.95E-07
1247,0,0,0,0,0,0,0,0,,,,660,9030,,1326.141672,,,,0.004141187,9.56E-07
1248,0,0,0,0,0,0,0,0,,,10590,11910,24060,,8765.245805,,2,8,0.008847432,4.6E-06
1249,0,0,0,0,0,0,0,0,,,,780,,,,,1,2,0.001330269,7.86E-08
1250,16.67,1.5,33.33,25000,31030,1365.617466,1669.088014,910.4116438,,,15210,1860,,1042.640109,239.5181963,,,,0.005303781,1.69E-06
1251,6.25,1.6,17.39,36934,52076,3158.051537,6417.975705,3463.669428,,10530,14820,,,3601.63485,,,,,0.006965307,2.51E-06
1252,0,1.5,0,0,54070,151.1916259,352.7804605,201.5888346,21360,26040,4050,,,729.1057323,,,,,0.009688375,5.08E-06
1253,10.07,1.5,27.17,28315,41629,2746.302812,7211.052413,8640.414696,,24210,58770,51810,26580,12856.78238,10703.6218,38.63118427,35,76,0.024187657,1.59E-05
1254,0,1.8,16.67,60207,71713,667.5680862,1386.487564,1437.838955,,25140,23610,1650,,2124.482998,1821.451952,,,,0.010385565,4.99E-06
1255,0,1.9,14.29,63277,74505,1571.822736,2528.584401,1708.502974,,26070,11910,,,3114.812144,,,,,0.008305013,3.75E-06
1256,3.85,1.9,11.9,45952,70286,920.6889843,2162.548545,1113.39133,5280,89010,26700,,,9899.429645,,,,,0.016271989,1.2E-05
1257,0,0,0,0,0,0,0,0,,1230,300,,,,,,,,0.001824665,1.51E-07
1258,0,0,0,0,0,0,0,0,,900,150,,,,,,,,0.001953104,1.02E-07
1259,0,0,0,0,0,0,0,0,384840,63000,11010,7650,2100,,,,,,0.031519417,4.63E-05
1260,0,0,0,0,0,0,0,0,720,2130,1890,,,,,,,,0.003098404,4.73E-07
1261,0,0,0,0,0,0,0,0,118440,7470,,,,,,,,,0.020193826,1.24E-05
1262,0,0,0,0,0,0,0,0,8610,133410,98370,70980,59640,,83507.25922,,,,0.026328964,3.66E-05
1263,0,0,0,0,0,0,0,0,140040,31380,22170,7380,1650,,,,,,0.019724441,2E-05
1264,0,0,0,0,0,0,0,0,633360,5940,,,,,,,,,0.042166855,6.32E-05
1265,0,0,0,0,0,0,0,0,30780,23190,8400,,,,,,,,0.010223622,6.17E-06
1266,19.05,1,50,15000,19554,3245.288638,8834.396849,5589.108211,,,11880,2460,,2337.32413,,,,,0.00478997,1.42E-06
1267,0,2,0,0,37283,265.1588759,530.3177517,265.1588759,,,2850,6840,,,1663.799593,375.3470934,21,16,0.003894994,9.64E-07
1268,7.69,1.9,33.33,31741,37289,1966.347935,4588.145182,2621.797247,,2550,13290,,,1897.64293,,188.927777,,,0.005026315,1.56E-06
1269,4.76,1.8,40,31818,37290,3257.337192,11275.39797,6514.674385,,690,9630,,,1161.486483,,,,,0.004094933,1.02E-06
1270,0,0,0,0,0,0,3034.0071,2311.624457,,750,10980,6120,60,,2470.670534,,5,18,0.005549475,1.77E-06
1271,6.25,1.2,25,35000,46864,3737.536234,13081.37682,7848.82609,,1380,4860,750,,1229.070184,,,,,0.004358094,6.84E-07
1272,0,1.5,12.5,40901,65534,1123.75996,2122.657702,749.1733067,3660,15120,1950,,,1998.667284,,,,,0.008116304,2.05E-06
1273,0,0,0,0,0,0,0,0,,,1380,5520,1050,,,,,,0.00974014,7.84E-07
1274,0,1.4,14.29,50000,68369,5162.084608,7743.126911,3318.482962,,,6300,1020,,772.8264143,,,,,0.003915092,6.94E-07
1275,2.33,1.6,29.55,43022,71877,15548.47607,20426.42935,7926.674076,,,5820,2730,,,2174.767688,,,,0.004484774,8.4E-07
1276,4.55,2.1,12.5,57028,79324,519.1497185,1366.18347,765.0627431,43740,29280,20070,1680,,6261.179558,,219.6385415,,,0.013931069,9.36E-06
1277,6.25,1.6,28.57,35000,50313,4061.749427,9231.248697,4430.999375,,,3360,3660,,1454.174172,163.752878,,,,0.003928328,6.93E-07
1278,0,1.5,25,35000,46586,2252.194704,5255.120976,1876.82892,,,6150,780,,1183.732846,,,,,0.003880122,6.82E-07
1279,0,0,0,0,0,0,0,0,,1320,2130,1110,,,,,,,0.003890614,4.49E-07
1280,0,1.5,0,0,64169,910.5050658,682.8787994,455.2525329,7650,3690,60,,,,,,,,0.004363418,1.12E-06
1281,0,0,0,0,85187,438.9354492,877.8708984,438.9354492,2190,2730,960,,,229.6129878,,,,,0.003465983,5.84E-07
1282,14.71,2.7,7.14,54463,57025,306.7881287,759.6658424,350.6150042,140070,31170,5100,,,3036.804896,,,,,0.025217556,1.75E-05
1283,0,0,0,0,0,1116.047458,0,0,,,5190,8760,,159.7252455,1259.806085,,,,0.004827966,1.38E-06
1284,0,1.6,23.08,25000,45684,3810.180947,7382.225585,3572.044638,,,5760,5130,,1964.281247,,,,,0.004173064,1.07E-06
1285,0,1.6,23.08,25000,45684,3714.460232,10152.85797,5200.244325,,,8550,1950,,1971.020322,,,,,0.004123284,1.03E-06
1286,11.11,1.3,33.33,23191,32952,4581.791642,18327.16657,11983.14737,,,6510,8190,,2479.406787,254.0127407,,,,0.004947155,1.45E-06
1287,8.7,1.3,35.29,25000,32609,4968.087665,9403.880223,5855.246177,,,6630,8040,,2000.179524,210.9134116,240.750498,,,0.004935148,1.44E-06
1288,0,2,50,20000,53990,427.6172803,712.6954672,712.6954672,,,5250,5910,7020,678.6301269,1192.419137,,24,19,0.005709071,1.79E-06
1289,5.88,1.2,37.5,26872,55883,5043.710907,18493.60666,12188.96803,,,3210,2910,,1360.78418,,,,,0.003405522,6.09E-07
1290,4.76,1.2,37.5,22540,31784,1400.835495,3612.681013,2285.573702,,8700,20490,5790,60,2448.874059,823.1314177,,,,0.007629041,3.47E-06
1291,9.09,1.6,37.5,31942,60702,1715.159165,4474.328258,2982.885505,,29130,4710,1080,,4054.424128,,,,,0.007490509,3.43E-06
1292,9.09,1.3,38.46,18750,32373,1956.697804,4447.040464,4091.277226,,2340,7680,4560,,1140.148896,766.0176571,147.6354635,5,9,0.005214223,1.44E-06
1293,0,0,0,0,0,0,0,0,2910,5670,,,,,,,,,0.003792445,8.53E-07
1294,0,2.3,0,64437,118196,281.1547849,665.8929115,414.3333672,114810,36510,23460,,,5576.155795,198.7984618,,,,0.030504668,1.73E-05
1295,0,0,0,0,0,0,0,0,,330,25080,2910,,,,,,,0.021981965,2.78E-06
1296,2.17,2.4,3.23,62150,114833,1283.744846,2995.40464,1283.744846,7560,29790,29250,,,7246.111952,114.7207908,,,,0.014710208,6.58E-06
1297,0,0,0,0,0,0,0,15728.29414,,,960,4380,2070,339.606222,517.9937073,,,,0.00416637,7.32E-07
1298,0,0,0,0,0,0,0,0,1650,4830,28050,6450,1410,,,,,,0.034660539,4.18E-06
1299,0,0,0,0,0,0,0,0,128280,35760,22200,12660,,,,,,,0.03386795,1.96E-05
1300,0,0,0,0,0,0,0,0,10410,8850,,,,,,,,,0.009644506,1.9E-06
1301,0,0,0,0,0,0,0,0,,1470,4710,1890,,,,,,,0.041579014,3.01E-06
1302,0,0,0,0,0,0,0,0,,750,2280,,,,,,,,0.00237478,2.91E-07
1303,0,0,0,0,183703,1269.520092,2539.040183,1269.520092,,570,1410,,,,,,,,0.001764686,2.02E-07
1304,0,0,0,0,0,0,143.4041716,0,60,11010,6930,,,,,,,,0.019137288,1.78E-06
1305,1.83,2.4,4.42,72883,99856,289.224788,689.3851112,335.1837954,1525560,1381860,289680,70320,900,96354.6957,534.7512218,3187.139701,,,0.092926316,0.000323283
1306,0,1.6,7.14,37593,45450,797.9082982,1436.234937,691.5205251,11070,35010,2520,,,3203.08284,,,,,0.012029645,4.81E-06
1307,4,1.9,4.76,75000,88342,1538.711131,3397.987081,1859.27595,,17100,23220,,,4576.368403,,,,,0.009881253,3.99E-06
1308,8.98,2.3,6.96,54876,62880,440.4366389,1154.477856,890.8832014,320730,204120,152010,79290,17340,25432.11578,14051.50161,3960.301541,,,0.051544959,7.68E-05
1309,2.63,1.7,5.71,60413,80645,8731.005633,13610.09702,6419.857083,,,2400,7410,240,3312.43029,,,,,0.004018984,9.96E-07
1310,0,0,0,0,0,0,0,0,40800,18690,17610,76380,47130,,,,,,0.035379627,1.98E-05
1311,0,0,0,0,0,0,771.5395156,5400.776609,,,4170,7020,2220,,1064.476254,1194.728531,1,2,0.004642395,1.33E-06
1312,0,0,0,0,0,0,0,4513.972328,,,90,4650,4470,,700.2172524,,0,1,0.003890847,9.07E-07
1313,0,0,0,0,0,0,0,0,,,360,1170,270,,,,11,46,0.003272123,1.77E-07
1314,0,0,0,0,0,0,0,82.92747417,,8010,15240,7740,90,,1310.864985,,140,121,0.009391938,3.08E-06
1315,0,0,0,0,0,0,0,3070.492385,,,2610,3660,11490,,,1687.12424,9,15,0.005340458,1.75E-06
1316,0,0,0,0,0,0,0,20721.76481,,,,2820,1800,,909.0319654,,7,10,0.00287074,4.57E-07
1317,0,1.5,0,0,132553,1227.605262,1841.407893,1227.605262,,,3510,660,,470.9923833,,,,,0.002636063,4.17E-07
1318,0,0,0,0,0,0,0,4722.873926,,,,2790,7650,,2950.566563,,2,4,0.004083484,1.03E-06
1319,1.75,1.7,7.14,57074,80644,17400.87133,20174.92328,7565.59623,,,810,8730,750,1780.071899,1330.528922,,,,0.004084519,1.01E-06
1320,0,0,0,0,0,0,0,25425.83062,,,,6840,2610,,1535.186369,,3,4,0.003885919,9.36E-07
1321,0,0,0,0,0,0,0,1013.179595,,,2070,21630,37710,,13007.3435,,1539,1081,0.024941941,6.06E-06
1322,2.22,1.7,7.69,56584,80645,4138.318411,8410.130965,7876.154396,,,6570,11760,1080,3504.035004,1025.670597,,2,18,0.005705433,1.92E-06
1323,2.56,1.7,4.76,54830,80645,5201.31822,15056.44748,5748.825401,,,1950,7500,,1894.634334,224.4315025,,,,0.003902838,9.35E-07
1324,0,0,0,0,0,0,0,0,,,,870,150,,,,55,64,0.001966109,1.01E-07
1325,1.39,1.7,5.56,57492,80644,4362.602961,13352.20906,4362.602961,,,10290,9300,,4995.459282,,71.43492892,,,0.005886261,1.94E-06
1326,0,0,0,7500,58954,931.9676024,1397.951404,13047.54643,,,,750,4860,,1142.38731,177.8263128,7,5,0.003351464,5.49E-07
1327,7.69,0,0,27089,58943,5910.900738,8718.578588,9014.123625,,,,6360,11190,8818.584685,1164.688477,,56,66,0.005302834,1.73E-06
1328,0,0,0,0,0,0,0,0,,,,30,7920,,2054.875565,,,,0.004032378,7.88E-07
1329,0,2,0,0,57027,115.8215809,231.6431618,0,17340,4410,690,,,,,,,,0.008134031,2.21E-06
1330,6.52,1.4,2.13,40033,49279,1856.133719,4616.537712,2617.624476,,23460,30000,900,,6026.701984,,,,,0.011323485,5.38E-06
1331,0,1.3,11.11,37672,48598,321.8845043,786.8287883,321.8845043,20460,36330,15570,,,1141.704439,425.2223246,110.5605228,0,1,0.01444703,7.15E-06
1332,0,1.8,30,60550,83605,1228.450316,2661.642351,1126.079456,3630,9540,12180,,,2624.344153,,,,,0.005942535,2.5E-06
1333,0,1.4,6.56,37496,46948,771.3381416,1815.611318,1839.344799,,127050,68610,19110,3300,12895.81078,5076.618303,171.0711687,,,0.026772697,2.16E-05
1334,0,1.2,12.5,31621,48595,1455.41443,4184.316486,1637.341234,,2730,11460,,,1779.147947,,,,,0.004858029,1.41E-06
1335,0,1.7,28.57,41302,47334,893.2104996,1885.66661,992.4561106,,19680,6060,450,30,872.0215384,,,2,2,0.008365797,2.58E-06
1336,5.88,1.5,30,37784,47331,1332.003585,3425.152076,1902.862264,,24150,2940,,,1936.264512,,,,,0.007428018,2.69E-06
1337,0,1.6,40,29084,47327,588.8374536,1059.907416,824.372435,,4530,13950,3330,270,3998.458811,340.061216,,14,13,0.008049196,2.17E-06
1338,13.16,1.9,8,38492,44349,236.7232633,454.2527485,294.3045976,281310,108990,9390,2850,2220,4681.59959,861.3202625,,4,4,0.026961947,4E-05
1339,9.09,1.5,27.27,35000,47332,687.3883279,1580.993154,824.8659935,,31410,6330,,,1975.217869,,,,,0.009931858,3.72E-06
1340,0,0,0,0,0,0,0,0,377130,,,,,,,,,,0.036616846,3.73E-05
1341,0,0,0,0,0,0,0,0,241080,32850,,,,,,,,,0.027930175,2.71E-05
1342,0,0,0,0,0,0,0,96.02930261,585390,172980,36000,36000,5490,,1085.436086,3459.713965,,,0.083271058,8.26E-05
1343,0,0,0,0,0,0,0,301.1570432,,5610,26760,41100,12480,,4455.062095,,,,0.012600939,8.5E-06
1344,0,0,0,0,0,0,0,4142.292479,,,,4260,6360,,829.4902016,,,,0.004957071,1.05E-06
1345,0,1,0,7500,20942,203.4030955,203.4030955,0,,,,9960,2790,71.09724097,759.4853764,,,,0.004523563,1.26E-06
1346,0,0,0,0,0,0,0,4272.918596,,,1800,2610,4020,,1300.795581,,6,25,0.003804574,8.38E-07
1347,0,0,0,0,0,0,0,0,,,,240,,,,,,,0.000773695,2.57E-08
1348,14.29,1,50,15000,19554,1936.685438,3442.996334,2151.872709,,2760,15300,3870,2160,2094.527973,,,0,4,0.0063636,2.38E-06
1349,12.5,1,42.86,15000,20949,3502.9022,8319.392726,5254.353301,,,3840,2010,30,620.1866016,,,,,0.003065539,5.84E-07
1350,0,0,0,0,0,0,0,0,,,2100,14340,12660,,11720.34654,,42,43,0.00739268,2.88E-06
1351,0,2,50,42500,37290,500.4546238,1501.363871,14012.72947,,,2640,4110,3570,587.0087618,743.5649709,,25,23,0.004114305,1.02E-06
1352,0,0,0,0,0,0,0,0,,1380,630,,,,,,,,0.002450595,1.85E-07
1353,0,0,0,0,0,0,0,3207.984271,,,,1050,15090,,2356.13641,,,,0.006282638,1.59E-06
1354,20,1.1,37.5,26674,36150,2346.122258,10389.97,7708.687419,,,4560,3150,,878.6276379,,,,,0.003758657,7.63E-07
1355,0,2.5,0,50000,66748,1603.694005,4811.082014,1603.694005,,540,4350,,,559.2650477,,,,,0.003456119,4.78E-07
