Percent unemployed,Vehicles per household,Median income,Houshold Density,Daytime population density,Percent below poverty level,Residential area,Commercial/Industrial area,Other area,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Ridership
3.8,1.5,41699,486,1927,21.55,60837.83455,266868.0357,26112.4828,5400,417600,360900,619200,604800,,,,,,0
6.5,0,58145,596,533,21.54,94586.46017,13696.61561,200.7196501,672300,1052100,232200,45900,7200,,,,,,0
5.8,0,59782,554,515,21.45,88836.46188,13837.89642,200.7196501,667800,1053000,233100,46800,7200,,,,,,0
8.1,0,37986,986,3148,21.3,133349.6836,121512.9059,1180.007825,74700,636300,751500,351900,199800,,,,,,0
8.1,0,37986,986,3256,21.3,131326.1957,123848.2266,1180.007825,78300,633600,765900,343800,191700,,,,,,0
8.1,0,37986,986,3148,21.3,130960.442,118971.022,1180.007825,79200,630900,756000,347400,203400,,,,,,0
8.1,0,37986,986,3154,21.3,132786.4156,127377.0847,3051.943446,72000,610200,746100,373500,208800,,,,,,0
8,0,37779,968,3305,21.26,137344.0519,84690.31933,3051.943446,60300,607500,746100,393300,207000,,,,,,0
1.8,1.3,40148,957,3608,21.02,73693.77342,240823.4589,12895.08351,31500,72900,458100,735300,714600,,,,,,0
1.8,1.3,40148,957,3608,21.02,73693.77342,240823.4589,12895.08351,31500,72900,458100,735300,714600,,,,,,0
8,0,40646,708,2247,21.02,97775.97992,132724.0255,1199.092427,45900,536400,726300,360900,342900,,,,,,0
8,0,40646,708,2247,21.02,96946.16132,136005.3482,1199.092427,48600,524700,719100,360000,355500,,,,,,0
4,1.4,33985,323,2358,20.95,22545.37175,111565.5129,1350.966758,590400,443700,297000,241200,438300,,,,,,0
8,0,41628,547,1585,20.81,91208.62506,137324.0969,1324.669151,30600,506700,738000,366300,366300,,,,,,0
4.4,0,58606,634,575,20.68,96204.45202,17990.50751,200.7196501,589500,1099800,271800,46800,5400,,,,,,0
4.4,0,58606,634,575,20.68,101313.5175,17990.50751,200.7196501,571500,1111500,274500,46800,5400,,,,,,0
2.8,1.9,50294,447,1358,20.66,63595.49346,65767.50801,1401.015768,291600,705600,611100,326700,79200,,,,,,0
7.5,0,38788,1029,4134,20.57,140157.3275,146954.7422,3051.943446,48600,580500,720000,382500,283500,,,,,,0
1.8,1.3,41001,965,3609,20.52,75437.5931,240438.6291,13016.35092,31500,73800,459900,730800,718200,,,,,,0
1.8,1.3,41001,965,3609,20.52,75437.5931,240438.6291,13016.35092,31500,73800,459900,730800,718200,,,,,,0
1.8,1.3,41001,965,3609,20.52,75437.5931,240438.6291,13016.35092,31500,73800,459900,730800,718200,,,,,,0
5.2,1.6,36503,327,518,20.42,88339.63456,21862.29074,118.3828894,734400,870300,326700,66600,16200,,,,,,0
4.2,1.5,33002,897,2585,20.32,116676.7699,204192.7861,8878.886029,11700,407700,755100,496800,340200,,,,,,1
4.4,0,37351,1279,1570,20.18,149154.7635,45286.3488,802.928524,168300,992700,656100,107100,82800,,,,,,0
5.9,0,37995,733,996,20.16,118707.0763,13562.80064,502.2545856,329400,1177200,433800,64800,10800,,,,,,0
5.9,0,37995,733,996,20.16,119315.2719,13536.74674,502.2545856,333000,1172700,432000,63900,12600,,,,,,0
5.9,0,37995,733,996,20.16,119315.2719,13536.74674,502.2545856,333000,1172700,432000,63900,12600,,,,,,0
5.9,0,37995,733,996,20.16,118707.0763,13562.80064,502.2545856,329400,1177200,433800,64800,10800,,,,,,0
6.1,1.6,37927,704,1023,19.93,113526.0255,18389.51494,1656.801457,311400,1199700,419400,72900,8100,,,,,,0
6.1,1.6,37927,704,1023,19.93,113526.0255,18389.51494,1656.801457,311400,1199700,419400,72900,8100,,,,,,0
6.1,1.6,38015,717,1074,19.9,113861.4979,18292.37087,1656.801457,306900,1200600,414900,74700,9900,,,,,,0
6.1,1.6,38015,717,1074,19.9,113861.4979,18292.37087,1656.801457,306900,1200600,414900,74700,9900,,,,,,0
5.6,0,38297,658,993,19.83,104790.2568,22606.91641,168.3179759,389700,1099800,396900,94500,28800,,,,,,0
5.6,0,38297,658,993,19.83,104790.2568,22606.91641,168.3179759,389700,1099800,396900,94500,28800,,,,,,0
4,0,38233,1174,1453,19.73,147429.7661,27599.91676,805.8614339,207900,1076400,645300,72900,9900,,,,,,1
4.3,1.5,33697,829,2600,19.69,113128.8254,206312.1136,8729.272617,11700,435600,727200,501300,338400,,,,,,0
3.4,1.3,43564,1005,14058,19.56,69371.37922,440706.6501,50057.60872,5400,4500,163800,613800,1224000,,,,,,0
3.4,1.3,43564,1006,14398,19.56,63671.2976,449225.1289,50057.60872,5400,3600,162900,606600,1224900,,,,,,0
3.4,1.3,43564,1005,14058,19.56,69371.37922,440706.6501,50057.60872,5400,4500,163800,613800,1224000,,,,,,0
3.4,1.3,43564,1006,14398,19.56,63671.2976,449225.1289,50057.60872,5400,3600,162900,606600,1224900,,,,,,0
3.4,1.3,43564,1005,14058,19.56,69371.37922,440706.6501,50057.60872,5400,4500,163800,613800,1224000,,,,,,0
3.4,1.3,43564,1006,14398,19.56,63671.2976,449225.1289,50057.60872,5400,3600,162900,606600,1224900,,,,,,0
3.4,1.3,43564,1005,14058,19.56,69371.37922,440706.6501,50057.60872,5400,4500,163800,613800,1224000,,,,,,0
3.4,1.3,43564,1006,14398,19.56,63671.2976,449225.1289,50057.60872,5400,3600,162900,606600,1224900,,,,,,0
3.4,1.3,43564,1005,14058,19.56,69371.37922,440706.6501,50057.60872,5400,4500,163800,613800,1224000,,,,,,0
3.4,1.3,43564,1006,14398,19.56,63671.2976,449225.1289,50057.60872,5400,3600,162900,606600,1224900,,,,,,0
3.4,1.3,43564,1005,14058,19.56,69371.37922,440706.6501,50057.60872,5400,4500,163800,613800,1224000,,,,,,1
3.4,1.3,43564,1005,14058,19.56,69371.37922,440706.6501,50057.60872,5400,4500,163800,613800,1224000,,,,,,0
4.4,1.5,34133,759,2549,19.34,102594.8717,223462.595,8729.272617,11700,441900,684000,501300,376200,,,,,,0
3,1.3,44445,1002,11495,19.31,59676.47617,447394.4794,50603.89381,5400,6300,167400,597600,1239300,,,,,,0
3.1,1.3,44139,982,13586,19.31,64359.35591,450319.9147,51007.25054,5400,2700,163800,599400,1231200,,,,,,0
3.1,1.3,44139,982,13586,19.31,64359.35591,450319.9147,51007.25054,5400,2700,163800,599400,1231200,,,,,,0
3.1,1.3,44139,982,13586,19.31,64359.35591,450319.9147,51007.25054,5400,2700,163800,599400,1231200,,,,,,0
3.1,1.3,44139,982,13586,19.31,64359.35591,450319.9147,51007.25054,5400,2700,163800,599400,1231200,,,,,,0
3.7,0,39497,1448,1887,19.27,153874.1951,42613.07279,828.4334469,153000,1026900,671400,97200,68400,,,,,,0
9,1.7,37758,487,633,19.25,76085.8237,6707.666383,1273.73519,797400,857700,310500,38700,5400,,,,,,0
9,1.7,37758,487,633,19.25,76085.8237,6707.666383,1273.73519,797400,857700,310500,38700,5400,,,,,,0
3.7,0,39507,1450,1889,19.23,154842.7342,35108.46165,828.4334469,155700,1043100,667800,93600,54900,,,,,,0
2,1.3,42149,963,3931,19.22,74632.28962,290314.0837,16844.76887,12600,29700,366300,723600,879300,,,,,,0
2,1.3,42149,963,3931,19.22,74632.28962,290314.0837,16844.76887,12600,29700,366300,723600,879300,,,,,,0
1.9,1.3,42559,995,3922,19.17,75646.37052,288658.844,16844.76887,16200,39600,385200,742500,824400,,,,,,0
1.9,1.3,42559,995,3922,19.17,75646.37052,288658.844,16844.76887,16200,39600,385200,742500,824400,,,,,,0
1.9,1.3,42559,995,3922,19.17,75646.37052,288658.844,16844.76887,16200,39600,385200,742500,824400,,,,,,0
6.5,0,42481,1265,4772,19.13,132716.1447,131071.493,3051.943446,41400,572400,713700,337500,347400,,,,,,0
4.8,1.4,34897,542,2556,18.97,74878.31801,240910.1672,6261.830484,11700,473400,584100,517500,426600,,,,,,0
3.1,1.3,44372,1049,11403,18.94,66983.20518,437064.9707,50236.82608,3600,9900,178200,577800,1237500,,,,,,0
5.3,1.6,37002,430,727,18.93,96416.36066,22711.15473,1497.712436,530100,1007100,382500,75600,18900,,,,,,0
5.7,0,38614,671,1004,18.92,104080.7487,27786.622,451.6577809,458100,868500,513900,132300,35100,,,,,,0
3,1.3,44451,1057,11580,18.92,64921.76069,416198.4136,50347.7819,3600,11700,175500,594900,1229400,,,,,,1
3,1.3,44451,1057,11580,18.92,64921.76069,416198.4136,50347.7819,3600,11700,175500,594900,1229400,,,,,,2
4.9,1.4,35289,510,2511,18.88,69274.39197,240732.1572,6261.830484,11700,471600,567000,527400,435600,,,,,,0
3,1.3,44525,1053,11405,18.85,66983.20518,437064.9707,50236.82608,3600,9900,178200,577800,1237500,,,,,,0
3,1.3,44525,1053,11405,18.85,66983.20518,437064.9707,50236.82608,3600,9900,178200,577800,1237500,,,,,,0
3.5,0,40197,1468,1884,18.85,157301.531,25330.34228,874.7151929,162900,1086300,684000,74700,8100,,,,,,0
3,1.3,44525,1053,11405,18.85,66983.20518,437064.9707,50236.82608,3600,9900,178200,577800,1237500,,,,,,0
3,1.3,44525,1053,11405,18.85,66983.20518,437064.9707,50236.82608,3600,9900,178200,577800,1237500,,,,,,0
3,1.3,44525,1053,11405,18.85,66983.20518,437064.9707,50236.82608,3600,9900,178200,577800,1237500,,,,,,0
4.1,0,40819,1575,2035,18.84,138530.3534,54269.34969,691.4701728,125100,1035000,605700,141300,108000,,,,,,0
7.6,0,46435,506,1393,18.83,90613.93876,124299.8371,1246.352268,84600,531900,729000,349200,319500,,,,,,0
4.2,0,40164,1709,2255,18.76,139581.7797,53941.14126,503.7131485,159300,1032300,572400,137700,107100,,,,,,0
1.9,1.3,43116,953,3688,18.74,74030.78119,282135.2195,16128.45801,20700,46800,394200,755100,789300,,,,,,0
1.9,1.3,43116,953,3688,18.74,74030.78119,282135.2195,16128.45801,20700,46800,394200,755100,789300,,,,,,0
3.4,0,40082,1364,1651,18.73,157899.3166,24511.47766,874.7151929,162900,1092600,676800,72900,8100,,,,,,0
3,1.3,44687,1067,11227,18.53,69402.8211,434079.5445,42931.88614,2700,10800,189900,570600,1230300,,,,,,0
3,1.3,44687,1067,11227,18.53,69402.8211,434079.5445,42931.88614,2700,10800,189900,570600,1230300,,,,,,0
3,1.3,44687,1067,11227,18.53,69402.8211,434079.5445,42931.88614,2700,10800,189900,570600,1230300,,,,,,0
3,1.3,44687,1067,11227,18.53,69402.8211,434079.5445,42931.88614,2700,10800,189900,570600,1230300,,,,,,0
5.7,0,38874,642,971,18.52,106675.922,27786.622,592.4886959,450900,853200,538200,134100,36000,,,,,,0
5.7,0,38874,642,971,18.52,104571.8009,27786.622,592.4886959,468000,831600,536400,135900,36000,,,,,,0
5.7,0,38874,642,971,18.52,106675.922,27786.622,592.4886959,450900,853200,538200,134100,36000,,,,,,0
6.2,0,43353,956,4077,18.47,120181.2524,142674.0348,2990.259252,41400,568800,662400,320400,415800,,,,,,0
6.2,0,43353,956,4101,18.47,116116.4081,147234.9089,2990.259252,41400,552600,647100,330300,443700,,,,,,0
4.7,1.4,36643,370,2345,18.29,49951.28839,247093.788,5919.508904,11700,468000,487800,567000,471600,,,,,,0
3.9,1.5,43203,1312,1994,18.23,132105.6295,64833.42074,211.2510005,19800,1051200,647100,152100,134100,,,,,,0
8.3,1.5,33649,448,4308,18.15,74304.05747,211027.8387,2182.288748,57600,289800,540000,504900,621900,,,,,,0
2.9,0,41557,1291,1504,18.13,157706.7735,24758.86184,939.5703563,160200,1098900,675900,70200,7200,,,,,,0
4.5,1.5,38678,1225,1912,18.12,156058.7178,23978.07839,1295.805825,203400,1165500,454500,120600,63900,,,,,,0
3.8,1.5,43351,1354,2026,18.12,134990.1896,64214.53514,211.2510005,21600,1064700,649800,146700,136800,,,,,,0
3.8,0,42084,1457,1990,18.06,137833.4638,52509.05674,426.3134536,80100,1118700,552600,135000,117900,,,,,,2
3.8,0,42084,1457,1990,18.06,137833.4638,52509.05674,426.3134536,80100,1118700,552600,135000,117900,,,,,,0
2.9,0,41601,1311,1527,18.06,158585.3887,24758.86184,939.5703563,157500,1101600,674100,69300,7200,,,,,,0
5.3,1.6,38847,553,811,18.03,97471.61248,45937.53819,930.0626566,469800,677700,613800,190800,53100,,,,,,0
3.8,1.5,42782,1440,2159,17.98,135628.36,59139.47963,385.3394096,26100,1103400,603000,138600,140400,,,,,,0
3.1,1.6,39147,95,3875,17.98,4471.390125,188018.522,841.3880498,566100,368100,261000,319500,489600,,,,,,1
3.8,1.5,42537,1649,2190,17.86,137416.2258,59915.96812,290.0389937,33300,1128600,582300,137700,131400,,,,,,0
3.7,1.5,42376,1480,2052,17.86,137485.2413,52911.52018,426.3134536,63900,1119600,561600,141300,119700,,,,,,0
3.7,1.5,42376,1480,2052,17.86,137345.6027,52911.52018,426.3134536,63900,1118700,561600,141300,119700,,,,,,0
5.7,0,38956,558,802,17.86,105620.5185,22606.91641,378.2379327,369900,1135800,393300,86400,26100,,,,,,0
3.7,1.5,42376,1480,2052,17.86,137345.6027,52911.52018,426.3134536,63900,1119600,561600,141300,119700,,,,,,0
3.7,1.5,42376,1480,2052,17.86,137345.6027,52911.52018,426.3134536,63900,1119600,561600,141300,119700,,,,,,0
3.7,1.5,42376,1480,2052,17.86,137345.6027,52911.52018,426.3134536,63900,1118700,561600,141300,119700,,,,,,1
5.7,0,38956,558,802,17.86,105620.5185,22606.91641,378.2379327,369900,1135800,393300,86400,26100,,,,,,0
4.3,1.5,39041,1211,1895,17.85,156788.4808,22742.30688,1295.805825,192600,1167300,461700,122400,61200,,,,,,0
3.9,1.5,41350,1770,2317,17.83,138326.1873,51741.02086,615.5566617,123300,1101600,541800,129600,110700,,,,,,1
3.9,1.5,41350,1770,2317,17.83,138326.1873,51741.02086,615.5566617,123300,1101600,541800,129600,110700,,,,,,0
1.9,0,37537,856,4254,17.81,54728.29766,164718.5212,27551.85976,263700,404100,542700,500400,296100,,,,,,0
5.4,0,69429,723,1103,17.8,95578.51541,6185.568331,200.7196501,690300,1036800,243900,35100,900,,,,,,0
3.6,1.5,42659,1443,1969,17.7,136493.1014,54894.205,426.3134536,45000,1139400,569700,137700,125100,,,,,,0
3.6,1.5,42659,1443,1969,17.7,136493.1014,54894.205,426.3134536,45000,1139400,569700,137700,125100,,,,,,1
3.9,1.5,44180,1375,2050,17.67,132233.5857,67113.04759,211.2510005,19800,1061100,641700,163800,126000,,,,,,0
3.8,1.5,41543,1778,2321,17.64,138252.1422,51741.02086,615.5566617,122400,1107000,547200,127800,110700,,,,,,0
3.6,1.5,43049,1541,2253,17.64,134646.0479,59343.36225,385.3394096,27000,1108800,602100,135900,140400,,,,,,0
3.3,0,62695,735,645,17.64,118915.7309,17990.50751,0,495900,1131300,309600,70200,5400,,,,,,0
3.3,0,62695,735,645,17.64,119537.3317,17990.50751,0,495900,1128600,306900,70200,5400,,,,,,0
5.4,0,69531,735,1121,17.58,97097.75455,6185.568331,200.7196501,689400,1041300,246600,36000,900,,,,,,0
3.9,1.5,40849,1626,1902,17.51,148084.9487,45442.86556,692.9563566,144900,1143900,521100,101700,99900,,,,,,0
4,1.5,39783,1432,1684,17.5,154040.2321,29739.67003,1295.805825,190800,1171800,474300,91800,77400,,,,,,0
3.7,1.5,41822,1757,2306,17.5,140118.454,52674.93783,615.5566617,89100,1106100,563400,134100,117000,,,,,,0
2.3,0,42925,1202,1469,17.44,159087.5819,18583.45852,939.5703563,155700,1113300,672300,63000,7200,,,,,,0
1.9,0,37742,811,3877,17.41,54857.86767,158477.5362,24783.78335,261000,400500,514800,509400,319500,,,,,,0
8.1,1.5,34334,465,4350,17.38,61261.19303,222206.1757,2182.288748,68400,248400,488700,535500,664200,,,,,,0
8.1,1.5,34334,465,4350,17.38,61985.70826,222820.9343,2182.288748,72900,250200,490500,531000,660600,,,,,,1
8.1,1.5,34334,465,4350,17.38,61261.19303,222206.1757,2182.288748,68400,248400,488700,535500,664200,,,,,,0
8.1,1.5,34334,465,4350,17.38,61261.19303,222206.1757,2182.288748,68400,248400,488700,535500,663300,,,,,,1
3.8,1.5,44824,1337,2012,17.36,130358.752,72671.136,211.2510005,19800,1073700,632700,162900,124200,,,,,,0
4.1,1.5,39740,1381,1678,17.34,162856.6049,24597.65428,1295.805825,191700,1176300,463500,114300,69300,,,,,,0
3.7,1.5,41221,1524,1702,17.24,148661.4531,41676.14875,692.9563566,161100,1158300,499500,89100,97200,,,,,,0
6,1.6,38730,669,1053,17.23,116491.5879,22883.33357,1919.285542,297000,1170000,436500,83700,19800,,,,,,0
6,1.6,38730,669,1053,17.23,116491.5879,22883.33357,1919.285542,297000,1170000,436500,83700,19800,,,,,,0
2.6,0,42652,1295,1557,17.21,159080.3912,18583.45852,570.1172382,160200,1112400,663300,63000,7200,,,,,,0
5.3,1.6,37568,532,837,17.07,107832.5002,23181.38557,1761.641144,408600,1070100,432000,83700,19800,,,,,,0
4.8,1.7,36963,512,3314,17.07,67919.98736,205652.6193,1133.41328,0,557100,509400,450900,492300,,,,,,0
4.8,1.7,36963,512,3314,17.07,67919.98736,205652.6193,1133.41328,0,557100,510300,450900,492300,,,,,,0
4.5,1.7,44288,398,3013,16.94,77413.89274,232806.4311,0,4500,509400,551700,392400,552600,,,,,,0
6,1.6,38701,713,1100,16.92,117835.4879,22365.1069,1919.285542,274500,1167300,458100,85500,19800,,,,,,0
6,1.6,38701,713,1100,16.92,117835.4879,22365.1069,1919.285542,274500,1167300,458100,85500,19800,,,,,,0
3.5,1.5,34111,766,1179,16.91,68082.08045,28019.70252,645.7789622,813600,780300,338400,62100,14400,,,,,,0
6,1.6,38737,730,1121,16.91,119204.3629,22365.1069,1919.285542,261900,1181700,464400,85500,19800,,,,,,0
3.5,1.5,34111,766,1179,16.91,68096.55439,28019.70252,645.7789622,812700,779400,343800,63900,15300,,,,,,0
6,1.6,38737,730,1121,16.91,119204.3629,22365.1069,1919.285542,261900,1181700,464400,85500,19800,,,,,,0
1.4,1.7,39205,449,1640,16.9,53149.7984,39805.02402,4875.381304,714600,700200,394200,162900,34200,,,,,,0
3.6,1.6,46002,1383,1844,16.88,136040.4229,65546.97546,95.30041591,28800,1040400,670500,154800,116100,,,,,,0
0,1.3,50000,8,5425,16.67,46310.0088,297748.4138,6088.696229,93600,186300,243900,727200,755100,,,,,,1
5,1.7,41302,7,3244,16.67,1392.574361,180135.1384,841.3880498,643500,339300,265500,307800,449100,,,,,,0
5,1.7,41302,7,3244,16.67,1392.574361,180135.1384,841.3880498,643500,339300,265500,307800,449100,,,,,,1
10.3,1.8,37431,203,305,16.57,49409.11058,7511.949802,1260.457988,1182600,562500,225000,31500,13500,,,,,,0
3.6,1.6,46825,1403,1863,16.5,136490.1103,66616.7377,95.30041591,27900,1039500,678600,154800,115200,,,,,,0
4.2,1.5,38088,317,2167,16.5,48266.32873,246205.4403,37315.3496,11700,461700,437400,597600,495900,,,,,,0
7,1.5,37613,473,4783,16.41,50786.29296,253899.6704,1910.566805,17100,286200,432000,511200,766800,,,,,,0
6.6,1.5,38108,501,5496,16.34,44526.08399,268362.0743,2204.669564,5400,258300,392400,560700,787500,,,,,,0
2.6,0,45901,652,5086,16.3,55367.7497,380360.5734,16874.50652,6300,23400,368100,687600,927900,,,,,,0
7,1.5,36457,456,5444,16.3,39705.81277,275236.1716,6954.702863,12600,248400,391500,558000,793800,,,,,,0
3.5,1.5,33964,719,1101,16.19,62893.98558,24975.78049,857.656332,876600,777600,299700,36900,14400,,,,,,0
5.7,1.6,38221,758,1167,16.04,119590.4215,21699.26137,1919.285542,287100,1151100,469800,85500,19800,,,,,,0
2.5,0,45842,641,4498,16.04,52081.89614,348928.4251,17221.15153,6300,30600,380700,706500,886500,,,,,,0
7.3,0,50357,798,1889,15.97,98844.26444,120515.1107,244.9767038,64800,596700,759600,324900,265500,,,,,,0
3.2,1.5,46492,428,2254,15.91,48383.96655,264781.5204,40576.99836,11700,347400,344700,630900,672300,,,,,,0
3.4,1.5,46299,432,3085,15.84,49489.47243,273281.6395,40576.99836,11700,337500,339300,629100,693900,,,,,,0
3.3,1.6,49072,1267,1910,15.78,136540.6763,70578.21814,95.30041591,31500,978300,724500,163800,108000,,,,,,0
2.7,0,43224,1313,1600,15.67,151617.9049,19307.26875,920.7087228,188100,1127700,619200,64800,7200,,,,,,0
4.3,1.6,44949,211,1486,15.67,28829.05782,210917.6441,18090.18694,182700,218700,380700,623700,608400,,,,,,0
10.4,1.8,37723,347,455,15.56,64538.50948,7005.658822,1515.388961,911700,827100,231300,37800,5400,,,,,,0
3.3,1.5,46819,445,2999,15.45,51577.64752,294377.2738,40576.99836,10800,297900,327600,630900,745200,,,,,,0
3.3,1.5,46819,444,3098,15.45,50402.71456,291411.2326,40576.99836,11700,304200,325800,635400,730800,,,,,,0
2.9,0,43087,1328,1538,15.38,161085.6222,15722.74065,601.3948514,107100,1188900,639000,63000,8100,,,,,,0
2.9,0,43087,1328,1538,15.38,161999.9766,16195.0895,601.3948514,115200,1183500,644400,63000,8100,,,,,,0
2.9,0,43087,1328,1538,15.38,161178.7282,15806.15751,601.3948514,115200,1182600,636300,63000,8100,,,,,,0
5.6,1.6,38575,812,1249,15.36,125864.1755,22365.1069,1919.285542,207000,1206000,495000,84600,19800,,,,,,0
5.6,1.6,38575,812,1249,15.36,122514.773,22365.1069,1919.285542,237600,1194300,477900,83700,19800,,,,,,0
5.7,1.5,36269,136,3735,15.32,19870.85969,183302.6845,0,517500,211500,440100,315900,519300,,,,,,1
5.7,1.5,36269,136,3735,15.32,19870.85969,183302.6845,0,517500,211500,440100,315900,519300,,,,,,0
5.3,1.6,38139,814,1243,15.07,125860.8032,21892.63848,1919.285542,229500,1171800,502200,83700,19800,,,,,,0
4.4,1.7,43977,735,4083,14.96,91727.73733,157396.8102,0,4500,643500,590400,361800,412200,,,,,,0
3.8,1.6,49524,1248,1965,14.74,143156.4962,60289.74977,95.30041591,23400,962100,754200,178200,94500,,,,,,0
2.7,0,44002,1197,1404,14.3,156355.7854,16445.52112,601.3948514,83700,1232100,624600,64800,8100,,,,,,0
2.7,0,44002,1197,1404,14.3,156355.7854,16445.52112,601.3948514,83700,1232100,624600,64800,8100,,,,,,0
2.1,2,55337,756,1545,14.3,122255.478,84275.48065,151.076406,177300,675000,644400,396000,118800,,,,,,0
2.1,2,55337,756,1545,14.3,122255.478,84275.48065,151.076406,177300,675000,644400,396000,118800,,,,,,0
6,1.5,35960,1076,3719,14.24,135895.5628,161667.5611,1364.558658,4500,500400,833400,277200,396900,,,,,,0
6,1.5,35858,1064,3677,14.16,130677.8935,157066.0425,1364.558658,7200,504000,798300,280800,414900,,,,,,0
5.5,0,40967,676,954,14.16,133044.6987,34386.18612,60.66570368,219600,981000,637200,142200,36900,,,,,,0
3.8,1.6,47344,276,1960,14.11,32028.62518,196372.805,17659.5066,170100,215100,390600,607500,630000,,,,,,0
3.1,1.6,46362,423,2099,14.02,47910.96652,250121.1902,40972.68757,11700,391500,371700,639000,603000,,,,,,0
2,0,38903,673,2988,14,59085.71787,172475.4576,24726.0937,213300,381600,546300,549000,319500,,,,,,1
6.1,1.5,35792,913,4194,14,110693.9864,179036.0489,1364.558658,18000,515700,704700,271800,496800,,,,,,0
6.1,1.5,35757,773,4220,13.97,95778.81738,179392.2799,1364.558658,42300,514800,659700,282600,512100,,,,,,0
6.1,1.5,35757,773,4220,13.97,96275.40522,179392.2799,1364.558658,41400,515700,661500,282600,512100,,,,,,0
2.7,0,43918,1202,1412,13.89,151455.5491,17187.24478,1755.941722,81000,1251000,603900,62100,8100,,,,,,0
6.1,1.5,35760,868,4106,13.88,106460.8129,189334.3451,1364.558658,25200,504000,687600,279000,513900,,,,,,0
3.2,1.6,40260,1027,1672,13.86,88287.30769,70182.28556,265.2171244,358200,706500,521100,338400,85500,,,,,,0
3.2,1.6,40260,1027,1672,13.86,88287.30769,70182.28556,265.2171244,358200,706500,521100,338400,85500,,,,,,0
3.2,1.6,40260,1027,1672,13.86,88287.30769,70182.28556,265.2171244,358200,706500,521100,338400,85500,,,,,,0
5.8,1.5,36777,1196,3804,13.84,143884.2917,142620.6911,1364.558658,2700,538200,860400,275400,336600,,,,,,0
5.7,1.5,37109,1222,3672,13.83,150597.9797,133446.6791,1490.374722,2700,585900,876600,266400,280800,,,,,,0
5.7,1.5,37109,1222,3672,13.83,152020.2062,132827.7585,1490.374722,2700,571500,883800,273600,280800,,,,,,0
5.8,1.7,39656,874,1255,13.82,132840.54,20971.36738,1881.584133,153000,1239300,513000,85500,19800,,,,,,0
5.8,1.7,39656,874,1255,13.82,132336.6506,22712.71498,1881.584133,158400,1245600,508500,87300,19800,,,,,,0
3.3,1.6,43356,415,2213,13.79,52990.82219,238666.6381,38085.67285,11700,441000,423000,603900,531000,,,,,,0
3.1,1.6,47372,405,2528,13.79,45504.17938,270953.3992,40483.90764,11700,324000,341100,644400,691200,,,,,,0
1.9,1.4,49570,610,3759,13.75,49564.21295,317292.7115,12789.61412,6300,33300,398700,726300,850500,,,,,,0
3.3,0,43147,1374,1739,13.71,148529.4501,16960.21413,1755.941722,90000,1280700,568800,59400,8100,,,,,,0
6,1.5,35565,180,4015,13.69,20574.21476,183579.9457,0,474300,229500,437400,323100,542700,,,,,,1
3.6,0,42941,1327,1664,13.68,146449.6326,16838.7629,1755.941722,90000,1284300,566100,57600,8100,,,,,,0
5.8,1.5,35000,65,3644,13.64,10865.77475,193718.1609,841.3880498,450000,351000,298800,338400,577800,,,,,,0
5.8,1.5,35000,65,3644,13.64,10942.09203,194278.2941,841.3880498,443700,358200,299700,340200,569700,,,,,,0
5.8,1.5,35000,65,3644,13.64,10942.09203,194278.2941,841.3880498,443700,358200,299700,340200,569700,,,,,,0
2.9,1.6,48103,597,3337,13.6,63651.83315,283463.4573,40706.68044,2700,166500,320400,664200,862200,,,,,,0
2.9,1.6,48103,597,3337,13.6,63451.5759,282492.0941,40706.68044,2700,161100,316800,666000,866700,,,,,,0
11.2,1.8,37761,256,379,13.59,52910.58249,6392.785535,1411.525584,1062000,683100,224100,34200,11700,,,,,,0
1.9,1.5,46489,945,1153,13.57,97825.1661,55335.45882,2459.391607,622800,726300,474300,158400,20700,,,,,,0
4.6,1.6,41054,410,4897,13.57,35066.4001,276264.0945,5389.338205,30600,364500,396900,488700,729000,,,,,,0
5.3,1.6,38956,1398,2443,13.54,167910.2931,123905.4052,2044.28237,1800,634500,956700,232200,188100,,,,,,0
2.3,1.5,52355,1388,4693,13.5,90424.57774,157179.0806,24682.11116,389700,378000,535500,423900,285300,,,,,,0
6.2,1.5,35297,250,4086,13.5,36396.22987,188130.2155,841.3880498,324000,263700,513900,347400,562500,,,,,,0
6.2,1.5,35297,250,4086,13.5,37114.41534,188130.2155,841.3880498,308700,270000,522000,346500,567000,,,,,,0
6.3,1.5,35575,306,4203,13.49,48322.27522,190877.9311,841.3880498,207000,321300,555300,342000,578700,,,,,,0
6.3,1.5,35575,306,4203,13.49,51455.52948,192811.5768,841.3880498,189000,334800,570600,341100,568800,,,,,,0
2.1,1.5,50292,609,4424,13.49,50852.24188,344823.1487,17221.15153,6300,31500,381600,709200,888300,,,,,,0
2.1,1.5,46575,1140,2050,13.47,108643.1815,62786.14667,4277.408553,543600,736200,526500,173700,34200,,,,,,0
2.1,1.5,46827,1028,1191,13.46,104336.0214,44758.4556,3102.987222,594900,718200,513900,164700,16200,,,,,,0
2.1,1.5,46827,1028,1191,13.46,104336.0214,44758.4556,3102.987222,594900,718200,513900,164700,16200,,,,,,0
2.3,1.5,52791,1324,4067,13.45,86666.58552,158811.4847,24514.03576,404100,387900,525600,423900,272700,,,,,,0
