OBJECTID,STATEFP10,COUNTYFP10,MPOCE10,TADCE10,TAZCE10,GEOID10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,aggregationMethod,HasData,ORIGINAL_OID,sourceCountry,householdincome_avghinc_cy,householdtotals_tothh_cy,vehiclesavailable_acsaggveh,populationtotals_dpop_cy,populationtotals_dpopwrk_cy,populationtotals_dpopres_cy,populationtotals_dpopdenscy,industry_unemprt_cy,vehiclesavailable_acsavgveh,Shape_Area_sqmi,Shape_Area_sqmi1,aggregationMethod_1,HasData_1,ORIGINAL_OID_1,sourceCountry_1,atrisk_acshhbpov,atrisk_acshhbpov_p,aggregationMethod_12,HasData_12,ORIGINAL_OID_12,sourceCountry_12,populationtotals_totpop_cy,total_population_density,aggregationMethod_12_13,HasData_12_13,ORIGINAL_OID_12_13,sourceCountry_12_13,householdincome_medhinc_cy,householdincome_medhinc_cy_i,Shape_Length,Shape_Area
201,47,065,47197703,00000090,00002760,4706500002760,G6320,S,8989690,0,+35.1247035,-085.0571881,,,,,132275,881,0,1643,330,1313,473.4,1.4,0,3.470925577,3.470925577,BlockApportionment:US.BlockGroups,1,201,US,0,0,BlockApportionment:US.BlockGroups,1,201,US,2544,2861710.669,BlockApportionment:US.BlockGroups,1,201,US,103533,171,0.145470241,0.000888979
202,47,065,47197703,00000050,00001950,4706500001950,G6320,S,2809750,3008333,+35.1190152,-085.1725568,,,,,93622,281,0,262,30,232,116.6,1,0,2.246365898,2.246365898,BlockApportionment:US.BlockGroups,1,202,US,9,2.88,BlockApportionment:US.BlockGroups,1,202,US,785,1364493.91,BlockApportionment:US.BlockGroups,1,202,US,93002,154,0.132528532,0.000575305
203,47,065,47197703,00000090,00002240,4706500002240,G6320,S,4743960,6051001,+35.1459115,-085.1270758,,,,,89408,914,1775,1671,347,1324,400.9,5.8,1.9,4.167940753,4.167940753,BlockApportionment:US.BlockGroups,1,203,US,53,5.6,BlockApportionment:US.BlockGroups,1,203,US,2316,2169244.499,BlockApportionment:US.BlockGroups,1,203,US,76940,127,0.169846307,0.001067653
204,47,065,47197703,00000050,00001960,4706500001960,G6320,S,4407527,2122497,+35.1402905,-085.1534992,,,,,98478,579,0,616,38,578,244.3,1.4,0,2.521247069,2.521247069,BlockApportionment:US.BlockGroups,1,204,US,5,0.84,BlockApportionment:US.BlockGroups,1,204,US,1457,2255905.464,BlockApportionment:US.BlockGroups,1,204,US,79679,132,0.114144546,0.00064586
205,47,065,47197703,00000050,00001970,4706500001970,G6320,S,3608811,257042,+35.1132889,-085.1580486,,,,,45803,775,898,896,36,860,600.3,0,1.4,1.492607627,1.492607627,BlockApportionment:US.BlockGroups,1,205,US,114,17.43,BlockApportionment:US.BlockGroups,1,205,US,1772,4635866.752,BlockApportionment:US.BlockGroups,1,205,US,37447,62,0.10021812,0.000382237
206,47,065,47197703,00000090,00002230,4706500002230,G6320,S,5777394,0,+35.1148286,-085.1244941,,,,,62778,621,0,1456,487,969,652.7,9,0,2.230656157,2.230656157,BlockApportionment:US.BlockGroups,1,206,US,42,7.54,BlockApportionment:US.BlockGroups,1,206,US,1706,2986427.777,BlockApportionment:US.BlockGroups,1,206,US,54702,90,0.137760761,0.000571251
207,47,065,47197703,00000030,00001370,4706500001370,G6320,S,4067132,0,+35.0321415,-085.2038980,,,,,38911,93,0,1309,1215,94,833.6,2.3,0,1.570323328,1.570323328,BlockApportionment:US.BlockGroups,1,207,US,19,27.94,BlockApportionment:US.BlockGroups,1,207,US,219,545120.8677,BlockApportionment:US.BlockGroups,1,207,US,32398,54,0.0858072,0.000401746
208,47,065,47197703,00000080,00000660,4706500000660,G6320,S,1289379,0,+35.0721471,-085.3128087,,,,,68444,490,830,2479,1915,564,4979.9,1,1.4,0.49782988,0.49782988,BlockApportionment:US.BlockGroups,1,208,US,90,15.03,BlockApportionment:US.BlockGroups,1,208,US,1234,9684184.77,BlockApportionment:US.BlockGroups,1,208,US,44748,74,0.053213725,0.000127424
209,47,065,47197703,00000030,00001110,4706500001110,G6320,S,1603559,0,+35.0318596,-085.2494046,,,,,76856,925,1290,1211,261,950,1956.1,5.2,1.5,0.619134747,0.619134747,BlockApportionment:US.BlockGroups,1,209,US,138,16.03,BlockApportionment:US.BlockGroups,1,209,US,2067,13049520.42,BlockApportionment:US.BlockGroups,1,209,US,34219,57,0.055865881,0.000158397
210,47,065,47197703,00000030,00001290,4706500001290,G6320,S,1018152,0,+35.0122229,-085.2361529,,,,,87972,534,0,877,409,468,2231,2.1,0,0.393108778,0.393108778,BlockApportionment:US.BlockGroups,1,210,US,0,0,BlockApportionment:US.BlockGroups,1,210,US,1222,12153465.89,BlockApportionment:US.BlockGroups,1,210,US,63126,104,0.04205684,0.000100547
211,47,065,47197703,00000030,00001400,4706500001400,G6320,S,728297,0,+35.0079627,-085.2251309,,,,,50115,560,695,865,247,618,3076.1,5.4,1.4,0.281195914,0.281195914,BlockApportionment:US.BlockGroups,1,211,US,96,18.68,BlockApportionment:US.BlockGroups,1,211,US,1336,18576391.17,BlockApportionment:US.BlockGroups,1,211,US,37237,61,0.034876871,7.19192E-05
212,47,065,47197703,00000030,00001220,4706500001220,G6320,S,727989,0,+35.0253947,-085.2401340,,,,,62834,334,497,642,319,323,2283.9,4.7,1.5,0.281077371,0.281077371,BlockApportionment:US.BlockGroups,1,212,US,62,19.02,BlockApportionment:US.BlockGroups,1,212,US,725,10082891.83,BlockApportionment:US.BlockGroups,1,212,US,41089,68,0.033428641,7.1904E-05
213,47,065,47197703,00000030,00001210,4706500001210,G6320,S,1177136,0,+35.0339829,-085.2355007,,,,,56925,643,0,856,9,847,1883.4,0.4,0,0.454493222,0.454493222,BlockApportionment:US.BlockGroups,1,213,US,20,4.09,BlockApportionment:US.BlockGroups,1,213,US,1597,13734273.08,BlockApportionment:US.BlockGroups,1,213,US,45861,76,0.045164027,0.000116278
214,47,065,47197703,00000030,00001460,4706500001460,G6320,S,1734628,0,+35.0141763,-085.1944895,,,,,66815,783,1041,2288,1634,654,3416.5,1.6,1.5,0.669741317,0.669741317,BlockApportionment:US.BlockGroups,1,214,US,108,15.34,BlockApportionment:US.BlockGroups,1,214,US,1377,8038191.461,BlockApportionment:US.BlockGroups,1,214,US,41731,69,0.072676078,0.000171307
215,47,065,47197703,00000030,00001380,4706500001380,G6320,S,1255860,0,+35.0327871,-085.1895999,,,,,43445,364,316,1932,1439,493,3984.3,3,1.5,0.484887935,0.484887935,BlockApportionment:US.BlockGroups,1,215,US,43,19.91,BlockApportionment:US.BlockGroups,1,215,US,1024,8254542.174,BlockApportionment:US.BlockGroups,1,215,US,35676,59,0.058099606,0.000124053
216,47,065,47197703,00000030,00001470,4706500001470,G6320,S,2280231,0,+35.0229771,-085.1886412,,,,,44967,1210,1595,3902,2843,1059,4432.1,1.7,1.6,0.88039948,0.88039948,BlockApportionment:US.BlockGroups,1,216,US,196,19.66,BlockApportionment:US.BlockGroups,1,216,US,2504,11118344.92,BlockApportionment:US.BlockGroups,1,216,US,37868,63,0.07383923,0.000225213
217,47,065,47197703,00000050,00001570,4706500001570,G6320,S,2553235,1436816,+35.0933270,-085.1996310,,,,,77975,925,1538,1396,439,957,906.1,2.8,1.8,1.540558826,1.540558826,BlockApportionment:US.BlockGroups,1,217,US,124,14.83,BlockApportionment:US.BlockGroups,1,217,US,2175,5514152.494,BlockApportionment:US.BlockGroups,1,217,US,45297,75,0.120622063,0.00039444
218,47,065,47197703,00000050,00001560,4706500001560,G6320,S,2118697,0,+35.0820266,-085.1927484,,,,,55511,1297,1789,2217,875,1342,2710.3,2.9,1.8,0.818030873,0.818030873,BlockApportionment:US.BlockGroups,1,218,US,166,16.24,BlockApportionment:US.BlockGroups,1,218,US,2897,13834262.97,BlockApportionment:US.BlockGroups,1,218,US,42077,69,0.070836256,0.000209408
219,47,065,47197703,00000030,00001200,4706500001200,G6320,S,855259,0,+35.0421435,-085.2328800,,,,,52847,290,551,496,51,445,1502.1,6.6,1.8,0.330215826,0.330215826,BlockApportionment:US.BlockGroups,1,219,US,41,13.36,BlockApportionment:US.BlockGroups,1,219,US,776,9184370.98,BlockApportionment:US.BlockGroups,1,219,US,40000,66,0.044301372,8.44914E-05
220,47,065,47197703,00000030,00001330,4706500001330,G6320,S,1108901,0,+35.0331094,-085.2247895,,,,,61760,517,0,720,90,630,1681.9,6.4,0,0.428147381,0.428147381,BlockApportionment:US.BlockGroups,1,220,US,46,9.66,BlockApportionment:US.BlockGroups,1,220,US,1310,11959436.98,BlockApportionment:US.BlockGroups,1,220,US,43683,72,0.045335955,0.000109537
221,47,065,47197703,00000030,00001320,4706500001320,G6320,S,476928,0,+35.0267732,-085.2278795,,,,,38627,333,0,471,6,465,2558.4,7.5,0,0.184142619,0.184142619,BlockApportionment:US.BlockGroups,1,221,US,100,31.75,BlockApportionment:US.BlockGroups,1,221,US,849,18022671.48,BlockApportionment:US.BlockGroups,1,221,US,34042,56,0.03270455,4.71073E-05
222,47,065,47197703,00000030,00001230,4706500001230,G6320,S,924227,0,+35.0174393,-085.2454479,,,,,62995,587,705,667,145,522,1869.4,2.5,1.6,0.35684404,0.35684404,BlockApportionment:US.BlockGroups,1,222,US,86,19.24,BlockApportionment:US.BlockGroups,1,222,US,1254,13738318.12,BlockApportionment:US.BlockGroups,1,222,US,48304,80,0.037576846,9.12775E-05
223,47,065,47197703,00000010,00000320,4706500000320,G6320,S,349877,0,+35.0429422,-085.2878483,,,,,37288,82,91,344,247,97,2546.3,6,1.2,0.13508778,0.13508778,BlockApportionment:US.BlockGroups,1,223,US,29,36.71,BlockApportionment:US.BlockGroups,1,223,US,206,5959812.095,BlockApportionment:US.BlockGroups,1,223,US,22509,37,0.025549464,3.45648E-05
